"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","moduleColor","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"232",NA,"rna-XM_069257660.1",11.5636911422916,11.6359046707356,11.5665478851917,11.5865109724667,1.00624485102165,0.995509126862531,"costly activation","XM_022482192.1","brown",NA,NA,NA
"233",NA,"rna-XM_069257807.1",11.3377050514459,11.5079685174588,11.43446032422,11.5359054716929,1.01501745417086,0.993945350172033,"costly activation",NA,"brown",NA,NA,NA
"234",NA,"rna-XM_069258741.1",11.1977228391606,11.4648240079926,11.4556921566832,11.4107254149389,1.0238531684226,0.972868723510009,"costly activation",NA,"brown",NA,NA,NA
"235",NA,"rna-XM_069258995.1",11.4373506081084,11.4990999789782,11.4692178720762,11.4674483355214,1.0053989226164,0.994476612006427,"costly activation",NA,"red",NA,NA,NA
"236",NA,"rna-XM_069259242.1",11.4349065277875,11.5161576473409,11.4668028777301,11.5257094392305,1.00710553421281,0.998045492713015,"costly activation",NA,"brown",NA,NA,NA
"237",NA,"rna-XM_069259329.1",11.1925896679362,11.3356030579428,11.204781678832,11.2754079883124,1.01277750674773,0.993607404105673,"costly activation","XM_022446157.1","brown",NA,NA,NA
"238",NA,"rna-XM_069259335.1",11.5183747121677,11.6602812897681,11.7969603164797,11.8313998834278,1.01232001746309,0.990713748711287,"costly activation",NA,"brown",NA,NA,NA
"239",NA,"rna-XM_069259375.1",12.8991837501196,12.9493285896673,12.9421395495839,12.9746043084709,1.00388744284283,0.998626350920422,"costly activation","XM_022471354.1","brown",NA,NA,NA
"240",NA,"rna-XM_069259618.1",11.8683044174423,12.0010067538577,11.9055161375239,12.0122950810889,1.01118123800569,0.997812088584773,"costly activation",NA,"brown",NA,NA,NA
"241",NA,"rna-XM_069260001.1",11.5275811681486,11.5566833636632,11.5445271093599,11.5126629549066,1.00252457086097,0.994728627980532,"costly activation","XM_022477645.1","red",NA,NA,NA
"242",NA,"rna-XM_069260305.1",11.6237765386698,11.7665693285937,11.6907120561807,11.7782851114092,1.01228454362047,0.995264453448063,"costly activation","XM_022478225.1","red",NA,NA,NA
"243",NA,"rna-XM_069260778.1",11.2442496274811,11.3038367424679,11.3341167091685,11.2812184825916,1.0052993411709,0.990086028367994,"costly activation",NA,"brown",NA,NA,NA
"244",NA,"rna-XM_069260951.1",12.0739962626314,12.0766737318854,12.1655161990832,12.1629282632025,1.00022175501763,0.999565614135666,"costly activation","XM_022443552.1","brown",NA,NA,NA
"245",NA,"rna-XM_069261104.1",11.7107868395079,11.8058142430336,11.8167258075819,11.852922983165,1.00811451910346,0.994989355194364,"costly activation","XM_022477705.1","brown",NA,NA,NA
"246",NA,"rna-XM_069261127.1",11.3778949909127,11.4746254096646,11.4177032399337,11.4944793975746,1.00850160937758,0.998237681551092,"costly activation","XM_022476729.1","brown",NA,NA,NA
"247",NA,"rna-XM_069261265.1",12.0020903966727,12.0122002754353,12.033366222152,12.0253348187377,1.00084234316093,0.99849149969154,"costly activation","XM_022479395.1","red",NA,NA,NA
"248",NA,"rna-XM_069261470.1",11.7701362398712,11.82509981396,11.778147208388,11.7728580821551,1.00466974833329,0.994904981451091,"costly activation",NA,"brown",NA,NA,NA
"249",NA,"rna-XM_069261543.1",12.835742044946,12.9666495324247,12.9686555237667,13.0211030025371,1.01019866923318,0.993907637163029,"costly activation",NA,"brown",NA,NA,NA
"250",NA,"rna-XM_069261842.1",11.5722702401252,11.7778754191223,11.7243638168448,11.7744603917499,1.01776705648337,0.98674137115384,"costly activation",NA,"brown",NA,NA,NA
"251",NA,"rna-XM_069261922.1",12.5034200430383,12.5614421751524,12.5782687818765,12.5821115716405,1.0046405009121,0.995685032924598,"costly activation","XM_022475479.1","brown",NA,NA,NA
"252",NA,"rna-XM_069262054.1",11.954920190449,12.0455645946191,11.9958917663879,12.0426160688101,1.00758218396493,0.996340587713578,"costly activation","XM_022476724.1","brown",NA,NA,NA
"253",NA,"rna-XM_069262232.1",11.572187645291,11.621208864291,11.6032113984293,11.6359096219155,1.0042361237566,0.998587890326975,"costly activation","XM_022473289.1","brown",NA,NA,NA
"254",NA,"rna-XM_069262598.1",11.2380664734396,11.3985434837122,11.2844954840849,11.4104910294801,1.01427977051496,0.996929444369834,"costly activation","XM_022481120.1","brown",NA,NA,NA
"255",NA,"rna-XM_069262948.1",11.2278580065018,11.2564202462853,11.2832752293635,11.2930517266959,1.00254387255048,0.998326842921628,"costly activation",NA,"red",NA,NA,NA
"256",NA,"rna-XM_069263748.1",11.6681651558803,12.0171134719539,11.5552001988395,11.7338409928413,1.02990601447716,0.985973244768162,"costly activation","XM_022485347.1","red",NA,NA,NA
"257",NA,"rna-XM_069263765.1",11.4834763875519,11.8779012761951,11.7004663791703,11.8021023633935,1.0343471676461,0.975191426586157,"costly activation",NA,"brown",NA,NA,NA
"258",NA,"rna-XM_069264002.1",11.2963022882816,11.3608490807205,11.3287100800736,11.3702587205049,1.00571397531615,0.997965204085948,"costly activation","XR_002638457.1","brown",NA,NA,NA
"259",NA,"rna-XM_069264074.1",12.2745721264389,12.3147851628821,12.3117555787922,12.31674088167,1.00327612531247,0.997138172570312,"costly activation","XM_022434982.1","brown",NA,NA,NA
"260",NA,"rna-XM_069264178.1",11.4148495166325,11.5732739556269,11.3940250777552,11.4546014991426,1.01387880223594,0.991554913096044,"costly activation","XM_022432036.1","brown",NA,NA,NA
"261",NA,"rna-XM_069264206.1",11.4414248475057,11.4471396796752,11.4312011159635,11.4104727644441,1.00049948605578,0.997688355059861,"costly activation",NA,"red",NA,NA,NA
"262",NA,"rna-XM_069264281.1",11.6085005163419,11.7054166835178,11.726682962713,11.7017906008656,1.0083487240268,0.989615264018235,"costly activation","XM_022460038.1","brown",NA,NA,NA
"263",NA,"rna-XM_069264355.1",11.3575340922497,11.6685692489672,11.5292193358259,11.6783054894281,1.02738579996249,0.985930657943143,"costly activation",NA,"brown",NA,NA,NA
"264",NA,"rna-XM_069264420.1",11.5444409905493,11.5908063770031,11.5954335467978,11.5985640147288,1.00401625219374,0.996268707819735,"costly activation","XM_022462310.1","brown",NA,NA,NA
"265",NA,"rna-XM_069264580.1",11.4352778487236,11.7528610798338,11.7257587753631,11.7876423077492,1.02777223564756,0.978113181897805,"costly activation","XM_022468475.1","brown",NA,NA,NA
"266",NA,"rna-XM_069264824.1",11.4186611991927,11.4894884296628,11.3557732819652,11.3590301922239,1.00620276136007,0.994120514245891,"costly activation",NA,"red",NA,NA,NA
"267",NA,"rna-XM_069265151.1",11.646792079551,11.6747507042504,11.6709902952327,11.66482730423,1.0024005429571,0.997078409771645,"costly activation",NA,"red",NA,NA,NA
"268",NA,"rna-XM_069265152.1",11.673427402443,12.0305550925799,11.8534497787103,12.0822547703878,1.03059321635582,0.989044758389746,"costly activation",NA,"red",NA,NA,NA
"269",NA,"rna-XM_069265983.1",11.314794255874,11.5627713960231,11.6008665836618,11.6149335251483,1.02191618641412,0.979740403463635,"costly activation","XM_022481342.1","brown",NA,NA,NA
"270",NA,"rna-XM_069266005.1",11.5176678806543,11.5790364311999,11.627583962806,11.6818765654929,1.00532820977142,0.999344576005423,"costly activation","XM_022462374.1","brown",NA,NA,NA
"271",NA,"rna-XM_069266096.1",12.5324780816824,12.6069340196877,12.5938028407632,12.5638439782307,1.00594103875707,0.991729240629717,"costly activation","XM_022461726.1","brown",NA,NA,NA
"272",NA,"rna-XM_069266840.1",11.761764731282,11.8562443564496,11.7468276599035,11.7374432083972,1.00803277631599,0.991238708762739,"costly activation","XM_022459725.1","brown",NA,NA,NA
"273",NA,"rna-XM_069266900.1",13.1263938154407,13.4755284996494,13.236037964302,13.5759611822991,1.02659791326678,0.999107470387171,"costly activation",NA,"brown",NA,NA,NA
"274",NA,"rna-XM_069267002.1",11.4327865800891,11.5535103903851,11.4835041128486,11.5514407321665,1.01055943880787,0.995405098967233,"costly activation","XM_022440546.1","brown",NA,NA,NA
"275",NA,"rna-XM_069267261.1",11.5114416002732,11.9879530803613,11.6193289316327,11.9740637686089,1.04139459649232,0.98956699178848,"costly activation",NA,"brown",NA,NA,NA
"276",NA,"rna-XM_069267395.1",11.5776531487477,11.7819129658263,11.5427196119817,11.6709840976574,1.0176425925405,0.993582778555713,"costly activation",NA,"red",NA,NA,NA
"277",NA,"rna-XM_069267409.1",11.9801533411311,12.6402550653431,12.0471626532589,12.5945476802908,1.05509960560736,0.990841847089714,"costly activation",NA,"brown",NA,NA,NA
"278",NA,"rna-XM_069267485.1",11.636085028666,11.7799945610686,11.6955075564122,11.810273997773,1.01236752155455,0.997476552628795,"costly activation","XM_022462520.1","brown",NA,NA,NA
"279",NA,"rna-XM_069267501.1",11.4126166590571,11.8242629415424,11.5186674960184,11.5389069054387,1.03606940413254,0.966882230499531,"costly activation","XR_002636905.1","brown",NA,NA,NA
"280",NA,"rna-XM_069267502.1",11.3370620327932,11.6166165470374,11.3611663689892,11.4468816383123,1.02465846208088,0.983297967931133,"costly activation","XR_002636905.1","brown",NA,NA,NA
"281",NA,"rna-XM_069267536.1",11.6814440406646,11.7757072353185,12.0973334299319,12.0455685741094,1.00806948133516,0.987750336832262,"costly activation","XM_022432059.1","brown",NA,NA,NA
"282",NA,"rna-XM_069267602.1",11.4420732314228,11.4625132973969,11.4400381189496,11.4539339236559,1.00178639531146,0.999429288401266,"costly activation","XM_022463198.1","red",NA,NA,NA
"283",NA,"rna-XM_069267791.1",11.7534444681137,11.8040053384975,11.7689228097191,11.7923830023822,1.00430179174462,0.997701497796927,"costly activation","XM_022457742.1","brown",NA,NA,NA
"284",NA,"rna-XM_069267800.1",11.3042825539121,11.5247502842751,11.6021860868193,11.5673467109863,1.01950302722102,0.977924679782084,"costly activation",NA,"brown",NA,NA,NA
"285",NA,"rna-XM_069267941.1",11.8970800845486,11.9086769382562,11.9631679255312,11.9484060354642,1.00097476470068,0.997793441273411,"costly activation","XM_022461360.1","red",NA,NA,NA
"286",NA,"rna-XM_069268083.1",12.0809389268125,12.4953459783052,12.2086841114373,12.5394662540678,1.03430255330345,0.993030522114043,"costly activation","XM_022461445.1","brown",NA,NA,NA
"287",NA,"rna-XM_069268250.1",12.1721363005497,12.2460465945256,12.2166872647138,12.2000913412994,1.00607208892103,0.99261429426757,"costly activation","XM_022462839.1","brown",NA,NA,NA
"288",NA,"rna-XM_069268290.1",11.3037621236097,11.352594757567,11.3184444430073,11.3428137572171,1.00432003375719,0.997842349505415,"costly activation",NA,"red",NA,NA,NA
"289",NA,"rna-XM_069268645.1",11.4381723972468,11.456590474707,11.4209531211231,11.4292329958574,1.00161022904889,0.999116166432769,"costly activation","XM_022459109.1","red",NA,NA,NA
"290",NA,"rna-XM_069268668.1",11.7438849838368,11.8676510226681,11.8276859214472,11.8517402172429,1.01053876455718,0.991583661235378,"costly activation","XM_022461881.1","brown",NA,NA,NA
"291",NA,"rna-XM_069268674.1",11.6670094223437,11.8833199237034,11.8477995304542,11.9280235991021,1.01854035541837,0.988445097551443,"costly activation","XM_022436821.1","brown",NA,NA,NA
"292",NA,"rna-XM_069269246.1",11.3853340209644,11.7138242719015,11.4665528281615,11.460646994584,1.02885205215168,0.971456439407892,"costly activation","XM_022483143.1","brown",NA,NA,NA
"293",NA,"rna-XM_069269368.1",12.0581875035143,12.1322236762386,12.0551972829228,12.1149498339373,1.00613990889615,0.998823892402357,"costly activation","XM_022461194.1","brown",NA,NA,NA
"294",NA,"rna-XM_069269540.1",11.2664818941019,11.309259769605,11.327370739533,11.3119112443206,1.00379691512445,0.994857818164624,"costly activation",NA,"brown",NA,NA,NA
"295",NA,"rna-XM_069269775.1",11.3514727660618,11.5314895244414,11.3075662832968,11.3389205585549,1.01585844956769,0.987118686066859,"costly activation",NA,"brown",NA,NA,NA
"296",NA,"rna-XM_069270455.1",12.0045981566352,12.1781610339788,12.2948838676621,12.2730309400905,1.0144580330869,0.983995953861554,"costly activation",NA,"brown",NA,NA,NA
"297",NA,"rna-XM_069270513.1",11.3803980586791,11.4598915354585,11.4237700875139,11.4795424419354,1.0069851226969,0.997911597133596,"costly activation",NA,"brown",NA,NA,NA
"298",NA,"rna-XM_069270692.1",11.4089150445579,11.4781525639982,11.4985224278955,11.5642132219128,1.00606872074775,0.999646402126186,"costly activation","XM_022439624.1","brown",NA,NA,NA
"299",NA,"rna-XM_069270728.1",11.8396845071332,11.9421084691663,11.992282742459,12.0316721536809,1.00865090298406,0.99467968579154,"costly activation",NA,"brown",NA,NA,NA
"300",NA,"rna-XM_069271165.1",11.4408515555574,11.5281953496159,11.4529958874661,11.517336002994,1.00763437875532,0.997998654455249,"costly activation","XM_022463656.1","brown",NA,NA,NA
"301",NA,"rna-XM_069271341.1",11.2856451991643,11.351298937615,11.5158238622981,11.4511940475698,1.00581745547482,0.988636390333631,"costly activation",NA,"brown",NA,NA,NA
"302",NA,"rna-XM_069271378.1",11.3473804843414,11.5229354850407,11.4411669908099,11.5638534948291,1.0154709715552,0.995324612119173,"costly activation","XM_022459333.1","red",NA,NA,NA
"303",NA,"rna-XM_069271438.1",11.577497418969,11.6152279707512,11.5965902458997,11.6143357921129,1.00325895574983,0.998276898034728,"costly activation",NA,"brown",NA,NA,NA
"304",NA,"rna-XM_069271513.1",11.7325306408655,11.9387071975295,11.9230508064282,12.1074330915806,1.01757306782101,0.997927703352293,"costly activation",NA,"red",NA,NA,NA
"305",NA,"rna-XM_069271605.1",13.3824417802195,14.3650146128665,13.1026491088134,13.8767192251305,1.07342253744002,0.986636052597076,"costly activation","XM_022468785.1","brown",NA,NA,NA
"306",NA,"rna-XM_069271651.1",11.698196809436,11.8779492560077,11.8068931005784,11.8989154043247,1.01536582513526,0.992542709680634,"costly activation",NA,"red",NA,NA,NA
"307",NA,"rna-XM_069271700.1",11.2070949142456,11.3747871316341,11.3692720791688,11.4493734609819,1.01496304070517,0.992199111772278,"costly activation","XM_022485579.1","red",NA,NA,NA
"308",NA,"rna-XM_069272692.1",11.3586785830074,11.4543455497493,11.4234707913515,11.4685750922603,1.00842236762338,0.995563387674674,"costly activation",NA,"brown",NA,NA,NA
"309",NA,"rna-XM_069272731.1",11.7247445858041,11.7798117794206,11.718731831723,11.7396501036174,1.0046966646662,0.997101975021073,"costly activation",NA,"red",NA,NA,NA
"310",NA,"rna-XM_069272857.1",11.7684853037742,11.9096745503579,11.8321395226369,11.9396415813769,1.01199723183905,0.997122883222488,"costly activation","XM_022432394.1","brown",NA,NA,NA
"311",NA,"rna-XM_069272916.1",11.3110622563896,11.6602912001758,11.6455033828313,11.6815617439871,1.0308749908603,0.973053321013292,"costly activation","XM_022436633.1","red",NA,NA,NA
"312",NA,"rna-XM_069273424.1",11.4475083612328,11.6282460363135,11.7065443535662,11.6225105972313,1.01578838550516,0.977390229125917,"costly activation","XM_022465419.1","brown",NA,NA,NA
"313",NA,"rna-XM_069273502.1",11.5849679383332,11.68973153546,11.7155622285543,11.7053435399034,1.00904306319055,0.990173565842289,"costly activation",NA,"brown",NA,NA,NA
"314",NA,"rna-XM_069273541.1",11.4136804632085,11.7794026512476,11.4405513258708,11.5497822780845,1.03204244145594,0.978203666317963,"costly activation","XM_022459556.1","brown",NA,NA,NA
"315",NA,"rna-XM_069273681.1",11.8914014577782,11.9509013967283,11.9796269502752,11.9492404427379,1.00500361031132,0.992497414362657,"costly activation",NA,"brown",NA,NA,NA
"316",NA,"rna-XM_069274006.1",12.0105277910342,12.0559404536391,11.9983578834776,12.0391970822693,1.00378107135631,0.999624082358179,"costly activation","XM_022472202.1","brown",NA,NA,NA
"317",NA,"rna-XM_069274032.1",11.3575459856365,11.4085023807197,11.4169464337621,11.4499892938786,1.00448656735774,0.998414739218577,"costly activation",NA,"brown",NA,NA,NA
"318",NA,"rna-XM_069274063.1",11.2398469981128,11.5268719079076,11.5274397085147,11.7388543501405,1.02553637161102,0.992982939865528,"costly activation",NA,"brown",NA,NA,NA
"319",NA,"rna-XM_069274181.1",11.8981609551733,11.9916570843183,12.0336074565515,12.1076319641159,1.0078580319679,0.998306754603068,"costly activation","XM_022469151.1","brown",NA,NA,NA
"320",NA,"rna-XM_069274314.1",11.3587177997186,11.6992047035601,11.6973888309524,11.7961813272723,1.02997582208178,0.979096466505369,"costly activation",NA,"brown",NA,NA,NA
"321",NA,"rna-XM_069274352.1",12.6953862614048,13.2768502965624,12.3431071913157,12.899950262454,1.0458012086584,0.999342588323743,"costly activation",NA,"brown",NA,NA,NA
"322",NA,"rna-XM_069274354.1",13.1630380193836,13.5055918514207,13.2398926568101,13.2445846893009,1.02602391875893,0.974981545461287,"costly activation",NA,"brown",NA,NA,NA
"323",NA,"rna-XM_069274493.1",11.6220280277898,11.6833769080799,11.6842111110901,11.7146862883827,1.00527867254694,0.997343585558916,"costly activation","XM_022468837.1","brown",NA,NA,NA
"324",NA,"rna-XM_069274558.1",11.6726415478352,11.8098479384907,11.652262364059,11.5876483242925,1.0117545278927,0.982901266978701,"costly activation","XM_022449206.1","brown",NA,NA,NA
"325",NA,"rna-XM_069274565.1",11.4193982355741,11.6544254374714,11.4432658747396,11.6100262602875,1.02058139991695,0.994112568228492,"costly activation","XM_022457916.1","red",NA,NA,NA
"326",NA,"rna-XM_069274694.1",11.2087127989295,11.3435174087904,11.3581125692067,11.4896804198453,1.01202676991365,0.999562098204858,"costly activation",NA,"brown",NA,NA,NA
"327",NA,"rna-XM_069274827.1",11.6537746585367,11.7209187728113,11.7100374583247,11.7006770044908,1.00576157650564,0.993476655222043,"costly activation","XM_022467928.1","brown",NA,NA,NA
"328",NA,"rna-XM_069274880.1",11.5338593799399,11.9100390040485,11.7959857654638,12.0238782626837,1.03261524280093,0.987124200312394,"costly activation","XM_022470011.1","brown",NA,NA,NA
"329",NA,"rna-XM_069274888.1",12.1106171258046,12.1363816260658,12.1380452194942,12.1477026445301,1.00212743083144,0.998671029108256,"costly activation","XM_022472506.1","brown",NA,NA,NA
"330",NA,"rna-XM_069274951.1",11.5902398243739,11.6980386467178,11.7169474717097,11.7747199084325,1.00930082759092,0.995670116920593,"costly activation",NA,"brown",NA,NA,NA
"331",NA,"rna-XM_069275137.1",11.790664105855,11.8117868534546,11.8721237391778,11.8796830172938,1.0017914807351,0.998847309298879,"costly activation","XM_022457725.1","brown",NA,NA,NA
"332",NA,"rna-XM_069275212.1",11.5145953752722,11.579102872474,11.6252621041472,11.6389670914506,1.00560223742993,0.995601302178543,"costly activation","XM_022434498.1","brown",NA,NA,NA
"333",NA,"rna-XM_069275216.1",11.9246515150717,12.077443364522,11.9578824079308,12.096005723365,1.01281310814468,0.99875367844542,"costly activation","XM_022435775.1","brown",NA,NA,NA
"334",NA,"rna-XM_069275232.1",11.4580969624223,11.5508218440602,11.5447643250731,11.6114728741462,1.00809252024503,0.997704308946956,"costly activation","XM_022470396.1","brown",NA,NA,NA
"335",NA,"rna-XM_069275240.1",11.2271185583453,11.357118565595,11.3714057858824,11.3852661731346,1.01157910701434,0.989758362718034,"costly activation",NA,"brown",NA,NA,NA
"336",NA,"rna-XM_069275328.1",11.157579780356,11.4583003275066,11.4862819657046,11.6314508651102,1.02695213057585,0.986061987192648,"costly activation",NA,"brown",NA,NA,NA
"337",NA,"rna-XM_069275838.1",11.3804391762542,11.5194930548967,11.4577893244008,11.5201230940266,1.01221867420834,0.993303445179494,"costly activation","XM_022480608.1","brown",NA,NA,NA
"338",NA,"rna-XM_069275839.1",11.5595075812849,11.7580444325239,11.6534679646611,11.7410782677245,1.01717519970837,0.990505824399952,"costly activation","XM_022435300.1","brown",NA,NA,NA
"339",NA,"rna-XM_069275993.1",12.0408372065506,12.0678214438083,12.0595333298044,12.0242968139488,1.00224105988602,0.994848604152458,"costly activation","XM_022488354.1","brown",NA,NA,NA
"340",NA,"rna-XM_069276030.1",12.296118551938,12.6047115634946,12.5623209255613,12.5360503354383,1.02509678239138,0.973477622872624,"costly activation",NA,"brown",NA,NA,NA
"341",NA,"rna-XM_069276102.1",11.6408787773789,11.7805708517369,11.965775389354,11.8414301649923,1.01200013135,0.97787364797968,"costly activation",NA,"brown",NA,NA,NA
"342",NA,"rna-XM_069276206.1",11.8087862325631,11.9205983898499,11.8336405704487,11.850096942331,1.00946855630078,0.991997855661174,"costly activation",NA,"brown",NA,NA,NA
"343",NA,"rna-XM_069276304.1",11.8967436904911,11.9585916013137,11.9889389274241,11.9165908271324,1.00519872600702,0.988824800035929,"costly activation","XM_022479490.1","brown",NA,NA,NA
"344",NA,"rna-XM_069276414.1",11.5114909500077,11.5962172776378,11.57207924126,11.6168608413275,1.00736015239017,0.996535146677433,"costly activation","XM_022441907.1","brown",NA,NA,NA
"345",NA,"rna-XM_069276478.1",11.4657150533233,11.5215105266499,11.5898344403946,11.5815729134356,1.00486628815274,0.994447904664846,"costly activation","XM_022484614.1","brown",NA,NA,NA
"346",NA,"rna-XM_069276540.1",12.0031768764213,12.004382882214,12.0271269908621,12.0140418511938,1.0001004738833,0.998811676649916,"costly activation","XM_022452754.1","brown",NA,NA,NA
"347",NA,"rna-XM_069276606.1",11.6577958152934,11.9617644110213,11.8603650394558,11.8890221419887,1.02607427686537,0.976943122018671,"costly activation","XM_022439739.1","brown",NA,NA,NA
"348",NA,"rna-XM_069276657.1",11.6950760818087,11.7946298839418,11.7916408888586,11.7097517500799,1.00851245442413,0.984673335977151,"costly activation",NA,"brown",NA,NA,NA
"349",NA,"rna-XM_069277539.1",11.5313488596543,11.5768692641271,11.5785666798849,11.5767297119689,1.00394753510858,0.995909958030466,"costly activation","XM_022436267.1","brown",NA,NA,NA
"350",NA,"rna-XM_069277660.1",11.4306209419994,11.504288016832,11.4100180377999,11.3984448965364,1.00644471330179,0.992588753565207,"costly activation","XM_022451289.1","red",NA,NA,NA
"351",NA,"rna-XM_069277690.1",11.3199899823942,11.4053603679553,11.3524952325322,11.3604206561195,1.00754156016868,0.993207785453854,"costly activation","XM_022479745.1","brown",NA,NA,NA
"352",NA,"rna-XM_069278053.1",11.701626349809,11.8624616687887,11.7585470935927,11.8565403612679,1.01374469788828,0.994662455515199,"costly activation",NA,"brown",NA,NA,NA
"353",NA,"rna-XM_069278907.1",11.9266526321733,12.0641265743988,11.9372093313349,12.0385068590197,1.01152661576264,0.996993897815637,"costly activation",NA,"red",NA,NA,NA
"354",NA,"rna-XM_069279086.1",11.2323483333481,11.4093646130053,11.3505234662946,11.38060024222,1.01575950766517,0.987093703212441,"costly activation","XM_022446157.1","brown",NA,NA,NA
"355",NA,"rna-XM_069279232.1",11.526455240036,11.7051193264575,11.7890681635933,11.9281810522725,1.01550034964791,0.996356288985484,"costly activation","XM_022484286.1","brown",NA,NA,NA
"356",NA,"rna-XM_069279275.1",11.5096091861789,11.6226158752255,11.5842553540978,11.6862732740327,1.00981846448637,0.998997975302038,"costly activation",NA,"brown",NA,NA,NA
"357",NA,"rna-XM_069279370.1",11.2745859886131,11.4047371124873,11.3116649919193,11.3731124893824,1.01154376080911,0.993958208139196,"costly activation","XM_022484951.1","brown",NA,NA,NA
"358",NA,"rna-XM_069279461.1",11.9971411214862,12.160235274005,12.0743232130933,12.1684194740639,1.01359441810906,0.994276477650574,"costly activation","XM_022435775.1","brown",NA,NA,NA
"359",NA,"rna-XM_069279473.1",11.6012265389671,11.7389557870897,11.723119694313,11.7564308366044,1.01187195575053,0.991075486945499,"costly activation",NA,"brown",NA,NA,NA
"360",NA,"rna-XM_069279809.1",11.5408096854214,11.6194319566412,11.4673862483207,11.288152353189,1.00681254377838,0.977709429601739,"costly activation","XM_022487655.1","brown",NA,NA,NA
"361",NA,"rna-XM_069279907.1",11.5315271791326,11.6181567965362,11.571485803496,11.5930276040416,1.00751241496967,0.99439134743245,"costly activation",NA,"brown",NA,NA,NA
"362",NA,"rna-XM_069279989.1",11.2573114080178,11.511601640329,11.3714122005291,11.341905948347,1.02258889561589,0.975372634711794,"costly activation","XR_002639274.1","brown",NA,NA,NA
"363",NA,"rna-XM_069280021.1",11.1979649261217,11.2867439883489,11.2662791797874,11.3029491159996,1.00792814255205,0.995363456632403,"costly activation",NA,"brown",NA,NA,NA
"364",NA,"rna-XM_069280085.1",11.4026342111055,11.4374323189585,11.4199461779234,11.4159661673031,1.00305176042735,0.996610070868175,"costly activation","XM_022482667.1","red",NA,NA,NA
"365",NA,"rna-XM_069280124.1",11.8071922677099,11.9176361613731,11.7929155618514,11.8969765180602,1.0093539506395,0.999474983176934,"costly activation",NA,"red",NA,NA,NA
"366",NA,"rna-XM_069280149.1",11.3570079798855,11.4028098645255,11.3749459344829,11.4067718708179,1.00403291824053,0.998769940301077,"costly activation","XM_022480699.1","brown",NA,NA,NA
"367",NA,"rna-XM_069280219.1",11.360497589864,11.4097286488538,11.380581471342,11.3905202345484,1.00433353016453,0.996554709018431,"costly activation","XM_022466755.1","brown",NA,NA,NA
"368",NA,"rna-XM_069280740.1",11.8591310767519,11.9110007708671,11.9343773297444,11.8791311435941,1.00437381910863,0.991036223143831,"costly activation","XM_022480699.1","brown",NA,NA,NA
"369",NA,"rna-XM_069280963.1",11.4627689812886,11.8468840844271,11.629236567507,11.6046975504909,1.03350980062195,0.965535000458337,"costly activation","XM_022477830.1","brown",NA,NA,NA
"370",NA,"rna-XM_069281170.1",11.9064782750825,12.029718634185,12.0743288891956,12.051563571586,1.01035069785164,0.987889225813106,"costly activation","XM_022468952.1","brown",NA,NA,NA
"371",NA,"rna-XM_069281584.1",12.8968728426514,13.2367496122453,12.9377198955554,13.1641546172597,1.02635342487598,0.99137575670757,"costly activation","XM_022479304.1","brown",NA,NA,NA
"372",NA,"rna-XM_069281740.1",11.643854350504,11.7257440209431,11.7032356049448,11.7015579768452,1.00703286626353,0.992873903247201,"costly activation","XM_022464209.1","red",NA,NA,NA
"373",NA,"rna-XM_069282312.1",12.0292411222023,12.144001599063,12.1268493412308,12.2346385823983,1.00954012607237,0.999354510603628,"costly activation","XM_022473397.1","brown",NA,NA,NA
"374",NA,"rna-XM_069282408.1",11.6623983307594,11.7971807366324,11.740572716792,11.7759333782461,1.01155700586196,0.991552456900235,"costly activation","XM_022472969.1","brown",NA,NA,NA
"375",NA,"rna-XM_069282441.1",12.6918393345444,12.8510810733231,12.7912940903807,12.8940823808745,1.01254678180059,0.995544915905634,"costly activation","XM_022476188.1","brown",NA,NA,NA
"376",NA,"rna-XM_069282810.1",11.2905100094135,11.4799624876082,11.4101873443933,11.3967913488188,1.01677979808146,0.982342453799174,"costly activation",NA,"brown",NA,NA,NA
"377",NA,"rna-XM_069283348.1",11.2662359789044,11.3557029577208,11.3059090630438,11.3892112660805,1.00794115967248,0.999431379279843,"costly activation","XM_022485726.1","brown",NA,NA,NA
"378",NA,"rna-XM_069283486.1",11.7515377432823,11.9541562580147,11.9673017738378,12.1215683788864,1.01724187243905,0.995722554339639,"costly activation","XM_022430585.1","brown",NA,NA,NA
"379",NA,"rna-XM_069283693.1",11.6131666973637,11.7064302800374,11.603306737514,11.6889920375931,1.00803084852772,0.999358859108848,"costly activation",NA,"brown",NA,NA,NA
"380",NA,"rna-XM_069284185.1",11.4773649922408,11.5911561850513,11.5654772940442,11.6312025963347,1.00991440046452,0.995810027747676,"costly activation","XM_022431335.1","brown",NA,NA,NA
"381",NA,"rna-XM_069284282.1",11.6260760481866,12.0473449317837,11.981467695851,12.0172942828881,1.03623482952039,0.967917829276254,"costly activation","XM_022482808.1","red",NA,NA,NA
"382",NA,"rna-XM_069284542.1",12.5120467128075,12.6923265575341,12.8637902542503,12.8682472418024,1.0144085015717,0.986137708726635,"costly activation","XM_022434539.1","brown",NA,NA,NA
