"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","moduleColor","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"228",NA,"rna-XM_069254840.1",11.3407998815331,11.3809319200491,11.3854623794199,11.383965854942,1.00353873085983,0.996342769399569,"frontloaded","XM_022453489.1","pink",NA,NA,NA
"229",NA,"rna-XM_069254882.1",11.4246244464956,11.6365398015126,11.5735540232652,11.7535090544048,1.01854899966379,0.997054450665622,"frontloaded","XM_022449450.1","pink",NA,NA,NA
"230",NA,"rna-XM_069255138.1",11.816906144259,11.894103676873,11.796777081274,11.8288814035837,1.00653280407508,0.996213381746291,"frontloaded","XM_022454125.1","pink",NA,NA,NA
"231",NA,"rna-XM_069255150.1",11.6672463926575,11.8598336270271,11.6336236254795,11.4880235954588,1.0165066570027,0.971449172131199,"frontloaded","XM_022452782.1","pink",NA,NA,NA
"232",NA,"rna-XM_069255245.1",11.670076485169,11.7311937450358,11.6727739761532,11.664627856987,1.00523709162871,0.994095954935958,"frontloaded","XM_022454485.1","pink",NA,NA,NA
"233",NA,"rna-XM_069255277.1",12.276054752411,12.5282381449699,12.3769263426974,12.3977021051507,1.02054270672826,0.981515601053669,"frontloaded","XM_022483244.1","pink",NA,NA,NA
"234",NA,"rna-XM_069255351.1",12.5936615894827,12.7037082721231,12.628765275745,12.6701046260959,1.00873825946953,0.994582507706019,"frontloaded","XM_022447586.1","pink",NA,NA,NA
"235",NA,"rna-XM_069255722.1",12.7778939385539,12.9440628690519,12.9209000689821,12.7926958866514,1.01300440677447,0.97736768002198,"frontloaded","XM_022453488.1","pink",NA,NA,NA
"236",NA,"rna-XM_069256203.1",11.2591934040567,11.5462183933832,11.5642538993187,11.4588222512232,1.02549250013088,0.966250820961323,"frontloaded","XM_022486416.1","pink",NA,NA,NA
"237",NA,"rna-XM_069256204.1",11.2870839633846,11.368606851426,11.2907826979351,11.3720923555279,1.00722267047059,0.999978900969205,"frontloaded","XM_022486416.1","magenta",NA,NA,NA
"238",NA,"rna-XM_069256334.1",11.5190363482312,11.7487961155356,11.6778698285176,11.6834667285058,1.01994609274235,0.980913874930104,"frontloaded","XM_022485877.1","magenta",NA,NA,NA
"239",NA,"rna-XM_069256341.1",11.3221408082995,11.3973841678773,11.2794906029202,11.3269837183198,1.00664568307812,0.997580965774167,"frontloaded","XM_022481898.1","magenta",NA,NA,NA
"240",NA,"rna-XM_069256435.1",12.7692940442234,12.880691214299,12.7519834442541,12.8208246482326,1.00872383153601,0.996703397773402,"frontloaded","XM_022480089.1","pink",NA,NA,NA
"241",NA,"rna-XM_069256482.1",11.7269436177409,11.8275154152893,11.7893204333149,11.7615119757018,1.00857613039056,0.989158067671931,"frontloaded","XM_022487337.1","pink",NA,NA,NA
"242",NA,"rna-XM_069256574.1",12.0903565282276,12.1542308701678,12.0661366667861,12.0468810878966,1.00528308175123,0.99315723284738,"frontloaded","XM_022490048.1","pink",NA,NA,NA
"243",NA,"rna-XM_069256636.1",11.3422803328072,11.6465979550369,11.5302415203957,11.6730903399947,1.02683037390193,0.985936024826068,"frontloaded",NA,"pink",NA,NA,NA
"244",NA,"rna-XM_069256965.1",11.4395389608484,11.7015492941899,11.5273895619091,11.5526247831897,1.02290392420868,0.97974905505894,"frontloaded","XM_022480857.1","pink",NA,NA,NA
"245",NA,"rna-XM_069257232.1",11.3951658632394,11.5040863566272,11.4501646602497,11.5187099371826,1.00955848249118,0.996461738894733,"frontloaded","XR_002639824.1","magenta",NA,NA,NA
"246",NA,"rna-XM_069257714.1",11.5452256409609,12.0738729271709,11.7597012178816,12.2160453333655,1.04578925545937,0.993322270453566,"frontloaded","XM_022481718.1","magenta",NA,NA,NA
"247",NA,"rna-XM_069257802.1",11.6885929083199,11.8372558285053,11.7605534440533,11.7992579460985,1.01271863271751,0.990690811701163,"frontloaded","XM_022430453.1","pink",NA,NA,NA
"248",NA,"rna-XM_069257823.1",12.1097158187672,12.1683035585356,12.1370256847259,12.0929268653871,1.00483807718077,0.991569298825532,"frontloaded","XM_022487990.1","pink",NA,NA,NA
"249",NA,"rna-XM_069258096.1",11.4267113383723,11.5781843973571,11.3994206082658,11.4775182267149,1.01325605018796,0.993678760954039,"frontloaded",NA,"pink",NA,NA,NA
"250",NA,"rna-XM_069258791.1",12.3119210626155,12.4647140251633,12.4710162262307,12.5808133382592,1.01241016424413,0.996438221253802,"frontloaded","XM_022468978.1","pink",NA,NA,NA
"251",NA,"rna-XM_069258871.1",11.4027241351489,11.4538492188731,11.4514143220712,11.400328962065,1.00448358507303,0.991095287505239,"frontloaded",NA,"pink",NA,NA,NA
"252",NA,"rna-XM_069258920.1",12.3155013986767,12.5976528023094,12.4378192815706,12.5268099561307,1.02291026524207,0.984597456552886,"frontloaded","XM_022468214.1","magenta",NA,NA,NA
"253",NA,"rna-XM_069258921.1",12.1287932642428,12.2888089737399,12.1118834996615,12.0327488720237,1.01319304451901,0.980530186458407,"frontloaded","XM_022468214.1","pink",NA,NA,NA
"254",NA,"rna-XM_069258958.1",12.3484157084936,12.4977709595283,12.4920675028449,12.481900833568,1.0120950941854,0.987245324801253,"frontloaded","XM_022464732.1","pink",NA,NA,NA
"255",NA,"rna-XM_069259041.1",11.3240364440796,11.3428282132613,11.3482369695342,11.2897351863468,1.00165945855743,0.993196688361011,"frontloaded","XM_022466013.1","pink",NA,NA,NA
"256",NA,"rna-XM_069259043.1",11.4077780544916,11.4634206387606,11.4156979517382,11.3893754939355,1.00487760052862,0.99285145482689,"frontloaded","XM_022486938.1","pink",NA,NA,NA
"257",NA,"rna-XM_069259165.1",11.43714983537,11.7738150895782,11.3390645273726,11.6459794023921,1.02943611468366,0.997698664336307,"frontloaded","XM_022469882.1","pink",NA,NA,NA
"258",NA,"rna-XM_069259582.1",11.4769241128005,11.8136890351912,11.6319447013696,11.7126837764646,1.02934278549555,0.978236953104444,"frontloaded","XM_022464275.1","pink",NA,NA,NA
"259",NA,"rna-XM_069259666.1",12.8262716485368,13.0136326320756,12.9634065039425,13.0624256270766,1.01460759515102,0.993131099680176,"frontloaded","XM_022464379.1","pink",NA,NA,NA
"260",NA,"rna-XM_069260012.1",11.857023030783,12.3649759327443,12.1607350433974,12.2327874571958,1.04283983430264,0.964601630793008,"frontloaded","XM_022475718.1","pink",NA,NA,NA
"261",NA,"rna-XM_069260102.1",11.2507389083976,11.4230353981484,11.2025685398747,11.3233193905343,1.01531423768285,0.995533024634565,"frontloaded","XM_022478173.1","magenta",NA,NA,NA
"262",NA,"rna-XM_069260462.1",13.0165417057813,13.304436656643,13.1548329810869,13.2799705338096,1.02211762212799,0.987667804259636,"frontloaded","XM_022475509.1","pink",NA,NA,NA
"263",NA,"rna-XM_069260674.1",12.0133283153408,12.2426876500185,12.1714281372147,12.1764950957261,1.01909207245962,0.981674106254715,"frontloaded",NA,"magenta",NA,NA,NA
"264",NA,"rna-XM_069260949.1",11.8261472447226,11.8832058653788,11.8469267559546,11.8853199428745,1.00482478523863,0.998423592454442,"frontloaded","XM_022476885.1","magenta",NA,NA,NA
"265",NA,"rna-XM_069261640.1",11.1247036449983,11.4126624633557,11.5068556722421,11.3951665131071,1.02588462826035,0.9653070708933,"frontloaded",NA,"magenta",NA,NA,NA
"266",NA,"rna-XM_069261740.1",12.4117597858237,12.6228748735912,12.4370848974124,12.5521851920056,1.01700927921668,0.992375020111109,"frontloaded","XM_022475727.1","pink",NA,NA,NA
"267",NA,"rna-XM_069261786.1",11.2586172884072,11.7816121978374,11.692563182693,11.6078590915006,1.04645285438103,0.948686532114124,"frontloaded","XR_002638928.1","pink",NA,NA,NA
"268",NA,"rna-XM_069261998.1",11.5226488300194,11.7420555498645,11.5670362410961,11.7471867987966,1.01904134397235,0.996597914840716,"frontloaded","XM_022478313.1","magenta",NA,NA,NA
"269",NA,"rna-XM_069262207.1",11.2380564303673,11.489815712284,11.4585224761676,11.474438948251,1.02240238634471,0.979447098689164,"frontloaded",NA,"pink",NA,NA,NA
"270",NA,"rna-XM_069262304.1",11.8040033458369,11.9122062670599,12.0396855030524,11.9810352859151,1.00916662915562,0.986089475722572,"frontloaded","XM_022474667.1","pink",NA,NA,NA
"271",NA,"rna-XM_069262330.1",11.8721039998366,11.9356653535883,11.9196104512941,11.9486555127119,1.00535384071371,0.9970984396381,"frontloaded","XM_022473955.1","pink",NA,NA,NA
"272",NA,"rna-XM_069262419.1",11.7235291411045,11.7847536877239,11.7649837252165,11.756771394706,1.0052223648598,0.994110361373768,"frontloaded","XM_022473272.1","magenta",NA,NA,NA
"273",NA,"rna-XM_069262437.1",11.9052169563023,11.9987082456893,11.9740481648861,11.9536088833004,1.00785296813407,0.990514555719193,"frontloaded","XM_022477399.1","pink",NA,NA,NA
"274",NA,"rna-XM_069262526.1",11.2474613152929,11.7415569135785,11.6617146935675,11.7208542088387,1.04392952191032,0.962776923855896,"frontloaded","XM_022476337.1","pink",NA,NA,NA
"275",NA,"rna-XM_069263344.1",11.5127971640693,11.7918888193368,11.5759208733608,11.63252097986,1.02424186331872,0.981105640190226,"frontloaded","XM_022468797.1","magenta",NA,NA,NA
"276",NA,"rna-XM_069263411.1",11.783024433369,12.1238010807791,11.8132758958518,11.9313416068404,1.0289209828374,0.981605333355125,"frontloaded","XM_022464310.1","pink",NA,NA,NA
"277",NA,"rna-XM_069263488.1",11.6943144883561,11.7736782579415,11.7123761876594,11.7091873187679,1.00678652602206,0.992988790834791,"frontloaded",NA,"pink",NA,NA,NA
"278",NA,"rna-XM_069263635.1",11.2851143195579,11.6030798582482,11.3680589576305,11.1976825130676,1.02817565951807,0.958019864250928,"frontloaded",NA,"magenta",NA,NA,NA
"279",NA,"rna-XM_069263762.1",11.694464113172,11.756241440639,11.8782300711097,11.7633042187317,1.0052826129414,0.985120654116676,"frontloaded",NA,"magenta",NA,NA,NA
"280",NA,"rna-XM_069264201.1",11.1832397153041,11.7288970827711,11.3155755478558,11.3701859524723,1.0487924234263,0.958079124668367,"frontloaded","XM_022469808.1","pink",NA,NA,NA
"281",NA,"rna-XM_069264527.1",11.9083871618549,12.235848455421,11.8332252247926,12.0523696048376,1.02749837481058,0.991261336801594,"frontloaded",NA,"pink",NA,NA,NA
"282",NA,"rna-XM_069264712.1",12.5228926267995,12.6996208189739,12.6394051613498,12.600841502281,1.01411240976355,0.983075371550317,"frontloaded","XM_022466361.1","pink",NA,NA,NA
"283",NA,"rna-XM_069264854.1",12.0808077824849,12.1440941062612,12.0858165307943,12.1419212818771,1.00523858378642,0.999406721964535,"frontloaded","XM_022470584.1","pink",NA,NA,NA
"284",NA,"rna-XM_069264960.1",11.683616545084,11.8667903540361,11.7979533678882,11.7900673682577,1.01567783470515,0.983906062401639,"frontloaded","XM_022487879.1","pink",NA,NA,NA
"285",NA,"rna-XM_069264969.1",11.3886841284139,11.5021291371673,11.4764445697319,11.3713410188181,1.00996120425101,0.981069171665666,"frontloaded","XM_022439524.1","pink",NA,NA,NA
"286",NA,"rna-XM_069265001.1",11.7035755658279,11.7431679461504,11.7359868056991,11.7465520315235,1.00338293029339,0.997525681946804,"frontloaded","XM_022472892.1","pink",NA,NA,NA
"287",NA,"rna-XM_069265510.1",11.1664750626446,11.6063130498746,11.5329907891179,11.6407773871431,1.03938915232985,0.97109531507379,"frontloaded",NA,"pink",NA,NA,NA
"288",NA,"rna-XM_069265918.1",11.6857108534295,11.8105775957572,11.7110587419197,11.7645950877384,1.01068542118609,0.993950653796672,"frontloaded","XM_022465183.1","pink",NA,NA,NA
"289",NA,"rna-XM_069265951.1",12.4537387721365,12.6773038394518,12.5012783377218,12.6003347251148,1.01795164258749,0.990148901470606,"frontloaded","XM_022464489.1","pink",NA,NA,NA
"290",NA,"rna-XM_069266026.1",11.3842925216735,11.4937474965871,11.4176919401477,11.3874501200121,1.00961456100194,0.987853541180023,"frontloaded","XM_022469469.1","pink",NA,NA,NA
"291",NA,"rna-XM_069266568.1",11.5401611126766,11.6215994418878,11.5253266277929,11.539523132836,1.00705694906822,0.994215636850104,"frontloaded","XM_022463665.1","pink",NA,NA,NA
"292",NA,"rna-XM_069266620.1",11.5232967256149,11.5572843682991,11.5353228838042,11.478659912348,1.00294947214269,0.992161520194836,"frontloaded",NA,"magenta",NA,NA,NA
"293",NA,"rna-XM_069266831.1",11.2977908028951,11.4439068704159,11.3926650969612,11.3468647456988,1.01293315392982,0.983263145096592,"frontloaded",NA,"pink",NA,NA,NA
"294",NA,"rna-XM_069267373.1",11.212352009316,11.3166587290443,11.4081507533118,11.2584861042026,1.00930284026417,0.977784726753499,"frontloaded","XM_022461531.1","pink",NA,NA,NA
"295",NA,"rna-XM_069267562.1",12.3114037802589,12.4936042808757,12.4078939960414,12.3671960589677,1.01479932783205,0.982184328522771,"frontloaded","XM_022484443.1","pink",NA,NA,NA
"296",NA,"rna-XM_069267563.1",11.7646388834036,12.0115146216543,11.8900963463284,11.9105442771811,1.02098455725649,0.981131142128938,"frontloaded","XM_022460076.1","pink",NA,NA,NA
"297",NA,"rna-XM_069267592.1",11.5708220666891,11.695298518315,11.6154161050438,11.5625635902176,1.01075778807318,0.984854935152333,"frontloaded","XM_022463665.1","pink",NA,NA,NA
"298",NA,"rna-XM_069267759.1",11.7983006732038,11.9344254217179,11.8103291224487,11.8870476544501,1.0115376571834,0.995015733910442,"frontloaded","XM_022462275.1","magenta",NA,NA,NA
"299",NA,"rna-XM_069267808.1",11.6121215504898,11.7248378367679,11.658799150835,11.5959955041176,1.00970677802398,0.985051521187057,"frontloaded","XM_022456885.1","pink",NA,NA,NA
"300",NA,"rna-XM_069267812.1",11.3336655543757,11.7450065648014,11.4892119084826,11.1985352353414,1.03629373113687,0.940563475872806,"frontloaded","XM_022456865.1","pink",NA,NA,NA
"301",NA,"rna-XM_069267827.1",11.9154515500773,12.2122585983193,12.1538681468542,12.1233907655532,1.02490942512708,0.973249291541357,"frontloaded","XM_022458552.1","pink",NA,NA,NA
"302",NA,"rna-XM_069267895.1",12.1267734787654,12.2065798907537,12.2350280323541,12.2264931677574,1.0065810095429,0.992769001507972,"frontloaded","XM_022460714.1","pink",NA,NA,NA
"303",NA,"rna-XM_069267969.1",11.6001425645817,11.6375045204281,11.6061190575309,11.6047590439731,1.0032208186786,0.996672717161442,"frontloaded","XM_022464186.1","pink",NA,NA,NA
"304",NA,"rna-XM_069268028.1",11.41566897769,11.4608599452554,11.4260421704678,11.4299928435838,1.00395867886969,0.996401327536863,"frontloaded","XM_022457494.1","magenta",NA,NA,NA
"305",NA,"rna-XM_069268159.1",11.2597588720922,11.399884969734,11.2846570716274,11.3362584290411,1.01244485776593,0.992224606434741,"frontloaded","XM_022462261.1","pink",NA,NA,NA
"306",NA,"rna-XM_069268241.1",12.1065345305733,12.2029404903066,12.119057888424,12.1435176500419,1.00796313424703,0.994102120392341,"frontloaded","XM_022462792.1","pink",NA,NA,NA
"307",NA,"rna-XM_069268483.1",12.730587738212,12.9307138099114,12.7578948551564,12.8660299336676,1.01572009681051,0.992867953937201,"frontloaded","XM_022462899.1","pink",NA,NA,NA
"308",NA,"rna-XM_069268531.1",11.6199157206397,11.645415517024,11.6119947718003,11.6118033412138,1.00219449064841,0.997793865103849,"frontloaded","XM_022457613.1","pink",NA,NA,NA
"309",NA,"rna-XM_069268566.1",11.4291986105393,11.5821077388689,11.5812557097488,11.2661736022265,1.01337881452061,0.959950783699424,"frontloaded","XR_002637662.1","pink",NA,NA,NA
"310",NA,"rna-XM_069268758.1",11.8393304876222,11.9363767793578,11.8803086010151,11.8647250653092,1.0081969408521,0.990568655961037,"frontloaded","XM_022432662.1","pink",NA,NA,NA
"311",NA,"rna-XM_069268835.1",11.4901377440728,11.6241438943293,11.5521325379789,11.5554612778919,1.01166271051238,0.988756567770189,"frontloaded","XM_022462625.1","pink",NA,NA,NA
"312",NA,"rna-XM_069268841.1",11.5487366513673,11.6621049091263,11.6995971408828,11.6935782768393,1.00981650730997,0.989769470222386,"frontloaded","XM_022462001.1","pink",NA,NA,NA
"313",NA,"rna-XM_069268957.1",11.6282386590966,11.7081883012073,11.6577265071687,11.661072406456,1.00687547310083,0.993456527671216,"frontloaded","XM_022457128.1","pink",NA,NA,NA
"314",NA,"rna-XM_069269089.1",12.1017355869311,12.2153389797933,12.2084930529633,12.1560127924604,1.00938736365922,0.98644124909527,"frontloaded","XM_022437009.1","pink",NA,NA,NA
"315",NA,"rna-XM_069269173.1",11.6974237878507,11.8124614152549,11.6494129126151,11.719556778806,1.00983444128302,0.996223930404725,"frontloaded","XR_002637586.1","pink",NA,NA,NA
"316",NA,"rna-XM_069269270.1",11.4396947758472,11.5304729825804,11.5017525184202,11.4747803527214,1.00793536965032,0.989800518660146,"frontloaded","XM_022460931.1","pink",NA,NA,NA
"317",NA,"rna-XM_069269384.1",11.3661889948046,11.4131710109497,11.4116507730102,11.4248297634522,1.00413348890878,0.997033644008015,"frontloaded","XM_022462202.1","pink",NA,NA,NA
"318",NA,"rna-XM_069269429.1",12.3918965497447,12.5370399530963,12.4474080712069,12.4711675957059,1.01171276751456,0.990309527663091,"frontloaded","XM_022437286.1","pink",NA,NA,NA
"319",NA,"rna-XM_069269666.1",11.3866864407916,11.4250538082715,11.411942875434,11.4004062372292,1.00336949363447,0.995634289858354,"frontloaded",NA,"pink",NA,NA,NA
"320",NA,"rna-XM_069270446.1",11.2668633162122,11.519718291942,11.4323921785156,11.520156946956,1.02244235761394,0.985558592368005,"frontloaded","XM_022457239.1","pink",NA,NA,NA
"321",NA,"rna-XM_069270538.1",11.5198296588081,11.8242634057528,11.7339608768845,11.7238692991793,1.02642693129685,0.973415581652826,"frontloaded",NA,"pink",NA,NA,NA
"322",NA,"rna-XM_069270564.1",11.467958619934,11.580193295389,11.5614808353097,11.5638058543123,1.00978680506048,0.99050719957707,"frontloaded","XM_022462678.1","pink",NA,NA,NA
"323",NA,"rna-XM_069270628.1",11.9700207362691,12.1480368519436,12.0822019526457,12.0533827704257,1.01487183018281,0.982995794370377,"frontloaded","XM_022462388.1","pink",NA,NA,NA
"324",NA,"rna-XM_069270855.1",12.6128554669949,12.7331696829773,12.6504289605287,12.6622366665057,1.00953901488028,0.991475682551982,"frontloaded","XR_002637678.1","pink",NA,NA,NA
"325",NA,"rna-XM_069271106.1",11.2651950532489,11.4343506521841,11.5165387205743,11.4861787474076,1.01501577186508,0.982609158633975,"frontloaded","XM_022459172.1","pink",NA,NA,NA
"326",NA,"rna-XM_069271119.1",11.8409232795694,12.2013874103012,12.1904496601301,11.885572754932,1.03044223176023,0.946186483716193,"frontloaded","XM_022437441.1","magenta",NA,NA,NA
"327",NA,"rna-XM_069271212.1",11.5055943390569,11.6215686032633,11.596229559086,11.576448236249,1.01007981515677,0.988331955658826,"frontloaded","XM_022464048.1","pink",NA,NA,NA
"328",NA,"rna-XM_069271221.1",11.9354912408554,12.0093332641185,11.916039790549,11.9826710116698,1.00618676029105,0.999408623707965,"frontloaded","XM_022463253.1","pink",NA,NA,NA
"329",NA,"rna-XM_069271458.1",11.6821794952035,11.7536609034723,11.7051831899096,11.6978040406475,1.006118841805,0.993291787447954,"frontloaded","XM_022463900.1","pink",NA,NA,NA
"330",NA,"rna-XM_069271506.1",13.1029733620946,13.3742217819985,13.1593618499866,13.2494370919643,1.0207012875939,0.986424693895653,"frontloaded","XM_022431230.1","pink",NA,NA,NA
"331",NA,"rna-XM_069271768.1",11.6022137160262,11.6483625376339,11.5867180481693,11.607257246251,1.00397758761709,0.99780379816952,"frontloaded","XM_022462018.1","pink",NA,NA,NA
"332",NA,"rna-XM_069271993.1",11.6389600952839,11.8102441700391,11.7303695480282,11.5773347713127,1.01471644144777,0.972640165929592,"frontloaded","XM_022458035.1","magenta",NA,NA,NA
"333",NA,"rna-XM_069272140.1",11.6148982671398,11.6888009118724,11.6598124029276,11.6915239822272,1.00636274576263,0.996380020481155,"frontloaded","XM_022458063.1","pink",NA,NA,NA
"334",NA,"rna-XM_069272144.1",11.4256351443043,11.6787029089216,11.5192263914027,11.6453971261216,1.02214912006389,0.989046545571809,"frontloaded",NA,"pink",NA,NA,NA
"335",NA,"rna-XM_069272176.1",11.5350240142397,11.6933842861284,11.6318913948675,11.6643114853296,1.01372864691857,0.989206703169947,"frontloaded","XM_022461933.1","magenta",NA,NA,NA
"336",NA,"rna-XM_069272599.1",11.487945368508,11.7184030506985,11.7166684373383,11.5927422446239,1.02006082678825,0.969964790493486,"frontloaded","XM_022462863.1","magenta",NA,NA,NA
"337",NA,"rna-XM_069273055.1",11.5702544055173,11.9409882061484,11.8154737988982,11.6132063567224,1.03204197484667,0.952365469547853,"frontloaded","XM_022435537.1","pink",NA,NA,NA
"338",NA,"rna-XM_069273599.1",11.2649405274236,11.3845553476949,11.2223194286461,11.3056072376263,1.01061832683272,0.996836881852536,"frontloaded","XM_022467494.1","magenta",NA,NA,NA
"339",NA,"rna-XM_069273897.1",11.2987169094558,11.4921115985446,11.516548032598,11.4465980846028,1.0171165177992,0.977199876785743,"frontloaded","XM_022434016.1","pink",NA,NA,NA
"340",NA,"rna-XM_069273900.1",11.329846505389,11.7436260555291,11.5845579959364,11.3425054766196,1.03652119646487,0.944607396409022,"frontloaded",NA,"pink",NA,NA,NA
"341",NA,"rna-XM_069273901.1",11.258064644594,11.43588502238,11.4840873330971,11.2196332038036,1.01579493309016,0.961780860512957,"frontloaded",NA,"pink",NA,NA,NA
"342",NA,"rna-XM_069273915.1",11.5514250658177,11.6099947206273,11.5874729212178,11.595726302214,1.00507034019403,0.995663912797337,"frontloaded","XM_022470683.1","pink",NA,NA,NA
"343",NA,"rna-XM_069274056.1",11.9341690683817,12.5310832716655,12.4083532007141,12.2926270223808,1.05001724040136,0.943483105133068,"frontloaded",NA,"pink",NA,NA,NA
"344",NA,"rna-XM_069274095.1",11.6229726741922,11.6947046468257,11.6506087768651,11.6577770117998,1.00617156855172,0.994477779197447,"frontloaded","XM_022471929.1","pink",NA,NA,NA
"345",NA,"rna-XM_069274281.1",11.2036230855585,11.5430321987243,11.420995815998,11.5641908993252,1.03029458511536,0.982765410354803,"frontloaded","XM_022471186.1","magenta",NA,NA,NA
"346",NA,"rna-XM_069274287.1",11.8967585006998,11.9964530993639,11.9689590940187,11.9361457206129,1.00837998003055,0.988970904133092,"frontloaded","XM_022471182.1","pink",NA,NA,NA
"347",NA,"rna-XM_069274318.1",11.7530991088499,11.7701202273637,11.7163879524088,11.7308843640931,1.00144822385621,0.999789357718545,"frontloaded","XM_022470625.1","magenta",NA,NA,NA
"348",NA,"rna-XM_069274705.1",11.6237373851923,11.7825230907822,11.6704539184768,11.6622479077312,1.01366046911832,0.985829956233087,"frontloaded","XM_022437926.1","pink",NA,NA,NA
"349",NA,"rna-XM_069274746.1",11.471711979847,11.6130076977386,11.6112036549074,11.5112848522976,1.01231688157267,0.979332301494743,"frontloaded","XM_022471394.1","pink",NA,NA,NA
"350",NA,"rna-XM_069274751.1",11.8008370317167,11.8712212413458,11.8464568253538,11.8670273290173,1.00596434044805,0.995797153437041,"frontloaded","XM_022465031.1","pink",NA,NA,NA
"351",NA,"rna-XM_069274895.1",11.7288107369619,11.8446575137382,11.8167427836401,11.827756779767,1.00987711195742,0.991142442144262,"frontloaded","XM_022467968.1","pink",NA,NA,NA
"352",NA,"rna-XM_069275132.1",11.2663856154401,11.3992783193681,11.1647075388111,11.1626613437148,1.0117955046511,0.988160870351534,"frontloaded","XM_022471567.1","pink",NA,NA,NA
"353",NA,"rna-XM_069275195.1",11.2145668054925,11.4979950530534,11.3137142396254,11.2566373921921,1.02527322298549,0.970429200744178,"frontloaded","XM_022467461.1","pink",NA,NA,NA
"354",NA,"rna-XM_069275236.1",11.7912895567803,11.9040249896908,11.8481205111281,11.8251971433714,1.00956090785216,0.988613192087831,"frontloaded","XM_022472668.1","pink",NA,NA,NA
"355",NA,"rna-XM_069275441.1",11.3354415622608,11.5038625306087,11.3916941891964,11.3649118382949,1.01485790980641,0.983042993912288,"frontloaded",NA,"magenta",NA,NA,NA
"356",NA,"rna-XM_069275745.1",11.3541351344835,11.356649627587,11.2811324504428,11.2780557468561,1.00022146055809,0.999505918831837,"frontloaded",NA,"magenta",NA,NA,NA
"357",NA,"rna-XM_069275777.1",11.3644743249368,11.5590647553478,11.4852345469467,11.4963930186673,1.01712269523844,0.984120749637986,"frontloaded","XM_022436951.1","pink",NA,NA,NA
"358",NA,"rna-XM_069275787.1",11.119694968364,11.7670305658384,11.4928601342261,11.4003763806328,1.0582152297627,0.937382973226413,"frontloaded","XM_022489837.1","pink",NA,NA,NA
"359",NA,"rna-XM_069275819.1",11.8321997735036,11.9162233507718,11.8389323708712,11.8792764958518,1.00710126425151,0.996332529694039,"frontloaded","XM_022439737.1","pink",NA,NA,NA
"360",NA,"rna-XM_069275992.1",12.1813089901416,12.2971749676802,12.320481398208,12.2493706772129,1.00951178380192,0.984860471541255,"frontloaded",NA,"pink",NA,NA,NA
"361",NA,"rna-XM_069276126.1",11.6368215832422,11.745425256501,11.6699720308267,11.6591516859186,1.00933276088165,0.98983491200909,"frontloaded","XM_022474447.1","pink",NA,NA,NA
"362",NA,"rna-XM_069276411.1",11.3352272497985,11.6260856197122,11.604978524094,11.5371251128126,1.02565968581873,0.96928161566557,"frontloaded",NA,"magenta",NA,NA,NA
"363",NA,"rna-XM_069276427.1",12.0546451178596,12.1511215238834,12.0589937737453,12.1418625404823,1.0080032555982,0.998877673719831,"frontloaded","XM_022468953.1","magenta",NA,NA,NA
"364",NA,"rna-XM_069276487.1",11.5543097566704,11.653524995059,11.6077371831319,11.6457550815567,1.00858685983655,0.994733582620655,"frontloaded","XM_022446090.1","magenta",NA,NA,NA
"365",NA,"rna-XM_069276488.1",11.5062156713443,11.5628093225228,11.5379797207941,11.5415786051522,1.00491852862792,0.99541593456504,"frontloaded","XM_022431333.1","pink",NA,NA,NA
"366",NA,"rna-XM_069276613.1",11.897326439582,12.1555694661891,12.0136919276809,12.2294948457085,1.0217059713305,0.996336626485422,"frontloaded",NA,"pink",NA,NA,NA
"367",NA,"rna-XM_069277281.1",12.3525746915092,12.4005148206359,12.372487218711,12.4051946673027,1.00388098273631,0.998767364034892,"frontloaded","XM_022434330.1","pink",NA,NA,NA
"368",NA,"rna-XM_069277368.1",12.4166018273287,12.693564555418,12.4457136714363,12.5879230960693,1.0223058395478,0.989357918668818,"frontloaded","XM_022468986.1","pink",NA,NA,NA
"369",NA,"rna-XM_069277394.1",11.3130067165785,11.4682697183255,11.408917874989,11.3992787963657,1.01372429148472,0.985628080631335,"frontloaded","XM_022484556.1","pink",NA,NA,NA
"370",NA,"rna-XM_069277547.1",11.3984061543655,11.4664743794792,11.4170966887182,11.3330396366089,1.00597173185372,0.986745039033063,"frontloaded","XM_022488749.1","magenta",NA,NA,NA
"371",NA,"rna-XM_069277597.1",11.120557447661,11.5203326194582,11.3903723774641,11.2751649367023,1.03594920251784,0.955534827182684,"frontloaded","XM_022467855.1","pink",NA,NA,NA
"372",NA,"rna-XM_069277649.1",11.4468162645077,11.4618174161798,11.4882582927938,11.4769072034431,1.00131050864497,0.997704439631709,"frontloaded","XM_022433240.1","pink",NA,NA,NA
"373",NA,"rna-XM_069277698.1",12.4987301128249,12.611356311711,12.5482729891832,12.5522982739539,1.00901101134831,0.991387381024599,"frontloaded","XM_022475604.1","pink",NA,NA,NA
"374",NA,"rna-XM_069277959.1",11.3394124110619,11.3844231791196,11.3468779178077,11.23406587873,1.00396940920976,0.986143471506786,"frontloaded","XM_022473967.1","pink",NA,NA,NA
