"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"236",NA,"evm.model.Contig466.71",10.0447404499802,10.3267967209224,10.0939886646327,10.4475878011277,1.02807999592889,1.00676082523216,"threshold likely",NA,NA,NA,NA,NA
"237",NA,"evm.model.Contig471.57",10.0197819206364,10.2487690285619,10.1036186262437,10.37864414661,1.02285350217592,1.00426942353043,"threshold likely",NA,NA,NA,NA,NA
"238",NA,"evm.model.Contig517.86",12.1415033919787,12.7891655984098,12.3867172751673,13.0540283899374,1.0533428345339,1.00050343168712,"threshold likely",NA,NA,NA,NA,NA
"239",NA,"evm.model.Contig57.171",10.2970312702453,10.3679456038999,10.1951436381765,10.4142245224273,1.00688687173939,1.01450200397533,"threshold likely",NA,NA,NA,NA,NA
"240",NA,"evm.model.Contig6.162",10.5620312886862,10.731362631926,10.6525222644837,10.9067097072957,1.01603208119835,1.00770608846218,"threshold likely",NA,NA,NA,NA,NA
"241",NA,"evm.model.Contig626.46",10.2973415633735,10.5040403919682,10.2518689481293,10.4915033192272,1.02007302829789,1.00323670226107,"threshold likely",NA,NA,NA,NA,NA
"242",NA,"evm.model.Contig627.26",9.97803081265183,10.1479683315893,9.97813706256754,10.2246557097934,1.01703116798577,1.00754619060571,"threshold likely",NA,NA,NA,NA,NA
"243",NA,"evm.model.Contig627.27",9.95001791999813,10.1702711004144,10.0725087083714,10.2967499657944,1.02213595816482,1.00012399877087,"threshold likely",NA,NA,NA,NA,NA
"244",NA,"evm.model.Contig641.34",10.6020225037457,10.8880949334451,10.7481510078878,11.1036549352287,1.02698281668411,1.00593291826299,"threshold likely",NA,NA,NA,NA,NA
"245",NA,"evm.model.Contig685.41",9.66869412915926,9.74744108263272,9.8941033698246,10.023258014879,1.00814452835321,1.00486951055661,"threshold likely",NA,NA,NA,NA,NA
"246",NA,"evm.model.Contig685.43",12.5259903302765,13.102988674253,12.6966021235099,13.3444556548106,1.0460640898454,1.00474316170908,"threshold likely",NA,NA,NA,NA,NA
"247",NA,"evm.model.Contig724.20",9.9606995956306,10.0024422695816,10.013694620969,10.1044514933913,1.00419073716161,1.00485220395701,"threshold likely",NA,NA,NA,NA,NA
"248",NA,"evm.model.Contig769.63",9.76118752274168,9.79122228180766,9.86257258535775,9.91230550457437,1.00307695749067,1.00195960383695,"threshold likely",NA,NA,NA,NA,NA
"249",NA,"evm.model.Contig79.225",11.5368625274906,11.5715521697266,11.6580076098702,11.7545402413811,1.00300685235291,1.00525770978002,"threshold likely",NA,NA,NA,NA,NA
"250",NA,"evm.model.Contig80.218",10.1715240488565,10.370122517407,10.1287520564227,10.4094649847853,1.01952494705775,1.00803267873567,"threshold likely",NA,NA,NA,NA,NA
"251",NA,"evm.model.Contig80.219",10.7552513184336,11.111968484776,10.692560365614,11.0506012018074,1.0331667904153,1.00030803534612,"threshold likely",NA,NA,NA,NA,NA
"252",NA,"evm.model.Contig80.220",10.5103264648162,10.8210841510552,10.457018224154,10.8142792807125,1.02956689188288,1.00446578462389,"threshold likely",NA,NA,NA,NA,NA
"253",NA,"evm.model.Contig80.239",12.0381385546957,12.6543790693806,12.3545309953347,12.9928375724255,1.05119068134039,1.00045196984118,"threshold likely",NA,NA,NA,NA,NA
"254",NA,"evm.model.Contig81.157",12.1818627370129,12.2318651978768,12.1644246457636,12.2504574446544,1.00410466461028,1.00295569548937,"threshold likely",NA,NA,NA,NA,NA
"255",NA,"evm.model.Contig818.11",11.144976271084,11.1678218507097,11.0535917251425,11.2657713348585,1.0020498544878,1.01711060651921,"threshold likely",NA,NA,NA,NA,NA
"256",NA,"evm.model.Contig82.139",10.2220995061641,10.2637370560465,10.2562126665275,10.3261043955405,1.00407328747458,1.00273016663351,"threshold likely",NA,NA,NA,NA,NA
"257",NA,"evm.model.Contig877.9",10.1923519714862,10.256107318778,10.1650954340159,10.2725771964791,1.0062552144461,1.00429155173803,"threshold likely",NA,NA,NA,NA,NA
"258",NA,"evm.model.Contig949.13",10.3383927772511,10.3600644494084,10.4149892063544,10.4456250375363,1.00209623223109,1.00084351305325,"threshold likely",NA,NA,NA,NA,NA
"259",NA,"evm.model.Contig950.13",10.0678118192935,10.1294420162652,10.0426755892075,10.2086638216632,1.00612150863344,1.0103434615807,"threshold likely",NA,NA,NA,NA,NA
