"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"15165","XM_022454103.1",NA,NA,NA,"cytosolic non-specific dipeptidase-like","LOC111115386","cvn:111115386"
"15166","XM_022454104.1",NA,NA,NA,"cytochrome P450 2D10-like","LOC111115387","cvn:111115387"
"15167","XM_022454106.1",NA,NA,NA,"caveolin-3-like","LOC111115389","cvn:111115389"
"15168","XM_022454107.1",NA,NA,NA,"caveolin-3-like","LOC111115389","cvn:111115389"
"15169","XM_022454108.1",NA,NA,NA,"caveolin-1-like","LOC111115390","cvn:111115390"
"15170","XM_022454109.1",NA,NA,NA,"caveolin-3-like","LOC111115392","cvn:111115392"
"15171","XM_022454110.1",NA,NA,NA,"uncharacterized","LOC111115393","cvn:111115393"
"15172","XM_022454111.1",NA,NA,NA,"uncharacterized","LOC111115393","cvn:111115393"
"15173","XM_022454113.1",NA,NA,NA,"gamma-aminobutyric acid type B receptor subunit 2-like","LOC111115391","cvn:111115391"
"15174","XM_022454118.1",NA,NA,NA,"transcription initiation factor IIA subunit 2-like","LOC111115398","cvn:111115398"
"15175","XM_022454120.1",NA,NA,NA,"gamma-aminobutyric acid type B receptor subunit 2-like","LOC111115391","cvn:111115391"
"15176","XM_022454126.1",NA,NA,NA,"potassium voltage-gated channel subfamily B member 1-like","LOC111115407","cvn:111115407"
"15177","XM_022454127.1",NA,NA,NA,"potassium voltage-gated channel subfamily B member 1-like","LOC111115407","cvn:111115407"
"15178","XM_022454129.1",NA,NA,NA,"homeobox protein Hox-B6a-like","LOC111115406","cvn:111115406"
"15179","XM_022454133.1",NA,NA,NA,"uncharacterized","LOC111115411","cvn:111115411"
"15180","XM_022454152.1",NA,NA,NA,"sperm-associated antigen 16 protein-like","LOC111115421","cvn:111115421"
"15181","XM_022454153.1",NA,NA,NA,"uncharacterized","LOC111115424","cvn:111115424"
"15182","XM_022454154.1",NA,NA,NA,"uncharacterized","LOC111115424","cvn:111115424"
"15183","XM_022454156.1",NA,NA,NA,"zinc finger protein 845-like","LOC111115426","cvn:111115426"
"15184","XM_022454157.1",NA,NA,NA,"zinc finger protein 845-like","LOC111115426","cvn:111115426"
"15185","XM_022454158.1",NA,NA,NA,"zinc finger protein 845-like","LOC111115426","cvn:111115426"
"15186","XM_022454161.1",NA,NA,NA,"kunitz-type serine protease inhibitor textilinin-2-like","LOC111115429","cvn:111115429"
"15187","XM_022454162.1",NA,NA,NA,"uncharacterized","LOC111115430","cvn:111115430"
"15188","XM_022454164.1",NA,NA,NA,"protein disulfide-isomerase A4-like","LOC111115433","cvn:111115433"
"15189","XM_022454166.1",NA,NA,NA,"excitatory amino acid transporter 3-like","LOC111115435","cvn:111115435"
"15190","XM_022454167.1",NA,NA,NA,"excitatory amino acid transporter 3-like","LOC111115435","cvn:111115435"
"15191","XM_022454168.1",NA,NA,NA,"ferrochelatase, mitochondrial-like","LOC111115437","cvn:111115437"
"15192","XM_022454169.1",NA,NA,NA,"ferrochelatase, mitochondrial-like","LOC111115437","cvn:111115437"
"15193","XM_022454172.1",NA,NA,NA,"uncharacterized","LOC111115440","cvn:111115440"
"15194","XM_022454173.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15195","XM_022454174.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15196","XM_022454175.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15197","XM_022454176.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15198","XM_022454177.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15199","XM_022454178.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15200","XM_022454179.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15201","XM_022454180.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15202","XM_022454181.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15203","XM_022454182.1",NA,NA,NA,"histone deacetylase 4-like","LOC111115441","cvn:111115441"
"15204","XM_022454185.1",NA,NA,NA,"uncharacterized","LOC111115445","cvn:111115445"
"15205","XM_022454191.1",NA,NA,NA,"caveolin-1-like","LOC111115448","cvn:111115448"
"15206","XM_022454192.1",NA,NA,NA,"tachykinin-like peptides receptor 86C","LOC111115449","cvn:111115449"
"15207","XM_022454193.1",NA,NA,NA,"tachykinin-like peptides receptor 86C","LOC111115449","cvn:111115449"
"15208","XM_022454198.1",NA,NA,NA,"uncharacterized","LOC111115452","cvn:111115452"
"15209","XM_022454199.1",NA,NA,NA,"uncharacterized","LOC111115428","cvn:111115428"
"15210","XM_022454202.1",NA,NA,NA,"uncharacterized","LOC111115454","cvn:111115454"
"15211","XM_022454203.1",NA,NA,NA,"uncharacterized","LOC111115455","cvn:111115455"
"15212","XM_022454205.1",NA,NA,NA,"putative amine oxidase [copper-containing]","LOC111115458","cvn:111115458"
"15213","XM_022454206.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase T-like","LOC111115459","cvn:111115459"
"15214","XM_022454207.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase T-like","LOC111115459","cvn:111115459"
"15215","XM_022454209.1",NA,NA,NA,"nucleoporin p58/p45-like","LOC111115460","cvn:111115460"
"15216","XM_022454210.1",NA,NA,NA,"nucleoporin p58/p45-like","LOC111115460","cvn:111115460"
"15217","XM_022454211.1",NA,NA,NA,"nucleoporin p58/p45-like","LOC111115460","cvn:111115460"
"15218","XM_022454212.1",NA,NA,NA,"nucleoporin p58/p45-like","LOC111115460","cvn:111115460"
"15219","XM_022454215.1",NA,NA,NA,"caspase-7-like","LOC111115463","cvn:111115463"
"15220","XM_022454220.1",NA,NA,NA,"uncharacterized","LOC111115468","cvn:111115468"
"15221","XM_022454221.1",NA,NA,NA,"uncharacterized","LOC111115469","cvn:111115469"
"15222","XM_022454222.1",NA,NA,NA,"uncharacterized","LOC111115470","cvn:111115470"
"15223","XM_022454226.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 6","LOC111115472","cvn:111115472"
"15224","XM_022454227.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 6","LOC111115472","cvn:111115472"
"15225","XM_022454228.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 6","LOC111115472","cvn:111115472"
"15226","XM_022454229.1",NA,NA,NA,"uncharacterized","LOC111115474","cvn:111115474"
"15227","XM_022454230.1",NA,NA,NA,"uncharacterized","LOC111115474","cvn:111115474"
"15228","XM_022454231.1",NA,NA,NA,"uncharacterized","LOC111115474","cvn:111115474"
"15229","XM_022454232.1",NA,NA,NA,"uncharacterized","LOC111115474","cvn:111115474"
"15230","XM_022454234.1",NA,NA,NA,"uncharacterized","LOC111115474","cvn:111115474"
"15231","XM_022454235.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 10","LOC111115475","cvn:111115475"
"15232","XM_022454236.1",NA,NA,NA,"potassium voltage-gated channel subfamily B member 1-like","LOC111115477","cvn:111115477"
"15233","XM_022454237.1",NA,NA,NA,"ras-related protein Rab-31-like","LOC111115479","cvn:111115479"
"15234","XM_022454238.1",NA,NA,NA,"histidine triad nucleotide-binding protein 1-like","LOC111115480","cvn:111115480"
"15235","XM_022454239.1",NA,NA,NA,"kynurenine formamidase-like","LOC111115481","cvn:111115481"
"15236","XM_022454240.1",NA,NA,NA,"helix-loop-helix protein 13-like","LOC111115483","cvn:111115483"
"15237","XM_022454243.1",NA,NA,NA,"uncharacterized","LOC111115485","cvn:111115485"
"15238","XM_022454244.1",NA,NA,NA,"uncharacterized","LOC111115486","cvn:111115486"
"15239","XM_022454245.1",NA,NA,NA,"serine/threonine-protein kinase 16-like","LOC111115487","cvn:111115487"
"15240","XM_022454248.1",NA,NA,NA,"neuropeptide FF receptor 2-like","LOC111115490","cvn:111115490"
"15241","XM_022454249.1",NA,NA,NA,"set1 complex component spp1-like","LOC111115491","cvn:111115491"
"15242","XM_022454250.1",NA,NA,NA,"complement C1q-like protein 3","LOC111115493","cvn:111115493"
"15243","XM_022454252.1",NA,NA,NA,"laccase-5-like","LOC111115495","cvn:111115495"
"15244","XM_022454253.1",NA,NA,NA,"growth hormone secretagogue receptor type 1-like","LOC111115492","cvn:111115492"
"15245","XM_022454254.1",NA,NA,NA,"calcitonin gene-related peptide type 1 receptor-like","LOC111115496","cvn:111115496"
"15246","XM_022454255.1",NA,NA,NA,"uncharacterized","LOC111115497","cvn:111115497"
"15247","XM_022454258.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15248","XM_022454259.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15249","XM_022454260.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15250","XM_022454261.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15251","XM_022454262.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15252","XM_022454263.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115500","cvn:111115500"
"15253","XM_022454265.1",NA,NA,NA,"YEATS domain-containing protein 2-like","LOC111115501","cvn:111115501"
"15254","XM_022454266.1",NA,NA,NA,"uncharacterized","LOC111115504","cvn:111115504"
"15255","XM_022454267.1",NA,NA,NA,"integrin alpha-9-like","LOC111115505","cvn:111115505"
"15256","XM_022454268.1",NA,NA,NA,"uncharacterized","LOC111115506","cvn:111115506"
"15257","XM_022454269.1",NA,NA,NA,"uncharacterized","LOC111115506","cvn:111115506"
"15258","XM_022454270.1",NA,NA,NA,"uncharacterized","LOC111115506","cvn:111115506"
"15259","XM_022454271.1",NA,NA,NA,"uncharacterized","LOC111115506","cvn:111115506"
"15260","XM_022454272.1",NA,NA,NA,"uncharacterized","LOC111115506","cvn:111115506"
"15261","XM_022454273.1",NA,NA,NA,"protein draper-like","LOC111115507","cvn:111115507"
"15262","XM_022454276.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase epsilon-like","LOC111115511","cvn:111115511"
"15263","XM_022454277.1",NA,NA,NA,"uncharacterized","LOC111115428","cvn:111115428"
"15264","XM_022454278.1",NA,NA,NA,"kinesin-II 95 kDa subunit-like","LOC111115508","cvn:111115508"
"15265","XM_022454284.1",NA,NA,NA,"uncharacterized","LOC111115522","cvn:111115522"
"15266","XM_022454286.1",NA,NA,NA,"laccase-24-like","LOC111115523","cvn:111115523"
"15267","XM_022454287.1",NA,NA,NA,"MAM and LDL-receptor class A domain-containing protein 1-like","LOC111115524","cvn:111115524"
"15268","XM_022454290.1",NA,NA,NA,"antistasin-like","LOC111115527","cvn:111115527"
"15269","XM_022454291.1",NA,NA,NA,"antistasin-like","LOC111115527","cvn:111115527"
"15270","XM_022454292.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115528","cvn:111115528"
"15271","XM_022454297.1",NA,NA,NA,"uncharacterized","LOC111115529","cvn:111115529"
"15272","XM_022454299.1",NA,NA,NA,"acyl-CoA-binding protein-like","LOC111115532","cvn:111115532"
"15273","XM_022454300.1",NA,NA,NA,"BPTI/Kunitz domain-containing protein 4-like","LOC111115533","cvn:111115533"
"15274","XM_022454301.1",NA,NA,NA,"BPTI/Kunitz domain-containing protein 4-like","LOC111115533","cvn:111115533"
"15275","XM_022454302.1",NA,NA,NA,"PDF receptor-like","LOC111115534","cvn:111115534"
"15276","XM_022454303.1",NA,NA,NA,"dipeptidyl peptidase 9-like","LOC111115535","cvn:111115535"
"15277","XM_022454305.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115538","cvn:111115538"
"15278","XM_022454306.1",NA,NA,NA,"adhesion G protein-coupled receptor L4-like","LOC111115539","cvn:111115539"
"15279","XM_022454307.1",NA,NA,NA,"glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111115540","cvn:111115540"
"15280","XM_022454308.1",NA,NA,NA,"glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111115540","cvn:111115540"
"15281","XM_022454310.1",NA,NA,NA,"glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111115540","cvn:111115540"
"15282","XM_022454311.1",NA,NA,NA,"E3 ubiquitin-protein ligase TRIM71-like","LOC111115541","cvn:111115541"
"15283","XM_022454312.1",NA,NA,NA,"E3 ubiquitin-protein ligase TRIM36-like","LOC111115542","cvn:111115542"
"15284","XM_022454329.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15285","XM_022454331.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15286","XM_022454332.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15287","XM_022454333.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15288","XM_022454334.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15289","XM_022454335.1",NA,NA,NA,"ras-related protein Rab-27B-like","LOC111115551","cvn:111115551"
"15290","XM_022454337.1",NA,NA,NA,"DC-STAMP domain-containing protein 1-like","LOC111115555","cvn:111115555"
"15291","XM_022454339.1",NA,NA,NA,"BRCA1-associated RING domain protein 1-like","LOC111115556","cvn:111115556"
"15292","XM_022454340.1",NA,NA,NA,"BRCA1-associated RING domain protein 1-like","LOC111115556","cvn:111115556"
"15293","XM_022454341.1",NA,NA,NA,"BRCA1-associated RING domain protein 1-like","LOC111115556","cvn:111115556"
"15294","XM_022454342.1",NA,NA,NA,"BRCA1-associated RING domain protein 1-like","LOC111115556","cvn:111115556"
"15295","XM_022454347.1",NA,NA,NA,"steroidogenic acute regulatory protein, mitochondrial-like","LOC111115562","cvn:111115562"
"15296","XM_022454354.1",NA,NA,NA,"actin-related protein 2/3 complex subunit 2-like","LOC111115569","cvn:111115569"
"15297","XM_022454355.1",NA,NA,NA,"actin-related protein 2/3 complex subunit 2-like","LOC111115569","cvn:111115569"
"15298","XM_022454356.1",NA,NA,NA,"uncharacterized","LOC111115570","cvn:111115570"
"15299","XM_022454357.1",NA,NA,NA,"uncharacterized","LOC111115572","cvn:111115572"
"15300","XM_022454376.1",NA,NA,NA,"dipeptidyl peptidase 9-like","LOC111115586","cvn:111115586"
"15301","XM_022454377.1",NA,NA,NA,"uncharacterized","LOC111115587","cvn:111115587"
"15302","XM_022454378.1",NA,NA,NA,"uncharacterized","LOC111115588","cvn:111115588"
"15303","XM_022454379.1",NA,NA,NA,"uncharacterized","LOC111115589","cvn:111115589"
"15304","XM_022454381.1",NA,NA,NA,"protein singed-like","LOC111115593","cvn:111115593"
"15305","XM_022454386.1",NA,NA,NA,"altered inheritance of mitochondria protein 21-like","LOC111115597","cvn:111115597"
"15306","XM_022454387.1",NA,NA,NA,"phytochrome-interacting ankyrin-repeat protein 1-like","LOC111115568","cvn:111115568"
"15307","XM_022454388.1",NA,NA,NA,"protein Wnt-5b-like","LOC111115598","cvn:111115598"
"15308","XM_022454394.1",NA,NA,NA,"ankyrin repeat and protein kinase domain-containing protein 1-like","LOC111115603","cvn:111115603"
"15309","XM_022454395.1",NA,NA,NA,"ankyrin repeat and protein kinase domain-containing protein 1-like","LOC111115603","cvn:111115603"
"15310","XM_022454396.1",NA,NA,NA,"beta-1,3-galactosyltransferase 5-like","LOC111115600","cvn:111115600"
"15311","XM_022454402.1",NA,NA,NA,"growth/differentiation factor 8-like","LOC111115607","cvn:111115607"
"15312","XM_022454405.1",NA,NA,NA,"P2X purinoceptor 7-like","LOC111115611","cvn:111115611"
"15313","XM_022454406.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15314","XM_022454407.1",NA,NA,NA,"complement C1q-like protein 2","LOC111115609","cvn:111115609"
"15315","XM_022454408.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15316","XM_022454409.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15317","XM_022454410.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15318","XM_022454411.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15319","XM_022454412.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15320","XM_022454413.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15321","XM_022454414.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15322","XM_022454415.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15323","XM_022454416.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15324","XM_022454417.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15325","XM_022454418.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15326","XM_022454419.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15327","XM_022454420.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15328","XM_022454421.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15329","XM_022454422.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15330","XM_022454424.1",NA,NA,NA,"formin-like protein CG32138","LOC111115612","cvn:111115612"
"15331","XM_022454425.1",NA,NA,NA,"4-trimethylaminobutyraldehyde dehydrogenase-like","LOC111115614","cvn:111115614"
"15332","XM_022454427.1",NA,NA,NA,"complement C1q tumor necrosis factor-related protein 1-like","LOC111115616","cvn:111115616"
"15333","XM_022454430.1",NA,NA,NA,"uncharacterized","LOC111115618","cvn:111115618"
"15334","XM_022454432.1",NA,NA,NA,"dipeptidase 1-like","LOC111115621","cvn:111115621"
"15335","XM_022454434.1",NA,NA,NA,"uncharacterized","LOC111115623","cvn:111115623"
"15336","XM_022454435.1",NA,NA,NA,"uncharacterized","LOC111115623","cvn:111115623"
"15337","XM_022454436.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15338","XM_022454437.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15339","XM_022454438.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15340","XM_022454439.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15341","XM_022454440.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15342","XM_022454441.1",NA,NA,NA,"tropomodulin-like","LOC111115624","cvn:111115624"
"15343","XM_022454443.1",NA,NA,NA,"uncharacterized","LOC111115627","cvn:111115627"
"15344","XM_022454444.1",NA,NA,NA,"uncharacterized","LOC111115627","cvn:111115627"
"15345","XM_022454450.1",NA,NA,NA,"sodium-dependent glucose transporter 1A-like","LOC111115633","cvn:111115633"
"15346","XM_022454453.1",NA,NA,NA,"alpha-(1,3)-fucosyltransferase C-like","LOC111115635","cvn:111115635"
"15347","XM_022454456.1",NA,NA,NA,"adenomatous polyposis coli protein-like","LOC111115638","cvn:111115638"
"15348","XM_022454457.1",NA,NA,NA,"adenomatous polyposis coli protein-like","LOC111115638","cvn:111115638"
"15349","XM_022454458.1",NA,NA,NA,"adenomatous polyposis coli protein-like","LOC111115638","cvn:111115638"
"15350","XM_022454459.1",NA,NA,NA,"E3 ubiquitin-protein ligase TRIM71-like","LOC111115639","cvn:111115639"
"15351","XM_022454460.1",NA,NA,NA,"uncharacterized","LOC111115641","cvn:111115641"
"15352","XM_022454461.1",NA,NA,NA,"uncharacterized","LOC111115641","cvn:111115641"
"15353","XM_022454462.1",NA,NA,NA,"neuropeptide FF receptor 2-like","LOC111115642","cvn:111115642"
"15354","XM_022454463.1",NA,NA,NA,"corticotropin-releasing factor-binding protein-like","LOC111115643","cvn:111115643"
"15355","XM_022454464.1",NA,NA,NA,"myeloid differentiation primary response protein MyD88-like","LOC111115640","cvn:111115640"
"15356","XM_022454467.1",NA,NA,NA,"uncharacterized","LOC111115646","cvn:111115646"
"15357","XM_022454468.1",NA,NA,NA,"phytochrome-interacting ankyrin-repeat protein 1-like","LOC111115568","cvn:111115568"
"15358","XM_022454469.1",NA,NA,NA,"signal recognition particle 19 kDa protein-like","LOC111115647","cvn:111115647"
"15359","XM_022454471.1",NA,NA,NA,"U-actitoxin-Avd3l-like","LOC111115649","cvn:111115649"
"15360","XM_022454475.1",NA,NA,NA,"uncharacterized","LOC111115653","cvn:111115653"
"15361","XM_022454477.1",NA,NA,NA,"antistasin-like","LOC111115654","cvn:111115654"
"15362","XM_022454482.1",NA,NA,NA,"DC-STAMP domain-containing protein 1-like","LOC111115657","cvn:111115657"
"15363","XM_022454483.1",NA,NA,NA,"uncharacterized","LOC111115658","cvn:111115658"
"15364","XM_022454484.1",NA,NA,NA,"kynurenine formamidase-like","LOC111115661","cvn:111115661"
"15365","XM_022454490.1",NA,NA,NA,"GTPase IMAP family member 4-like","LOC111115664","cvn:111115664"
"15366","XM_022454491.1",NA,NA,NA,"corticotropin-releasing factor receptor 2-like","LOC111115666","cvn:111115666"
"15367","XM_022454492.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 11","LOC111115669","cvn:111115669"
"15368","XM_022454494.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 11","LOC111115669","cvn:111115669"
"15369","XM_022454498.1",NA,NA,NA,"uncharacterized","LOC111115671","cvn:111115671"
"15370","XM_022454500.1",NA,NA,NA,"uncharacterized","LOC111115673","cvn:111115673"
"15371","XM_022454501.1",NA,NA,NA,"uncharacterized","LOC111115674","cvn:111115674"
"15372","XM_022454502.1",NA,NA,NA,"uncharacterized","LOC111115674","cvn:111115674"
"15373","XM_022454510.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115683","cvn:111115683"
"15374","XM_022454513.1",NA,NA,NA,"uncharacterized","LOC111115685","cvn:111115685"
"15375","XM_022454514.1",NA,NA,NA,"uncharacterized","LOC111115686","cvn:111115686"
"15376","XM_022454519.1",NA,NA,NA,"ATP-dependent DNA helicase RecQ-like","LOC111115690","cvn:111115690"
"15377","XM_022454523.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase alpha-like","LOC111115694","cvn:111115694"
"15378","XM_022454528.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115699","cvn:111115699"
"15379","XM_022454529.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115699","cvn:111115699"
"15380","XM_022454530.1",NA,NA,NA,"multidrug resistance-associated protein 1-like","LOC111115699","cvn:111115699"
"15381","XM_022454537.1",NA,NA,NA,"phytochrome-interacting ankyrin-repeat protein 1-like","LOC111115568","cvn:111115568"
"15382","XM_022454538.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115706","cvn:111115706"
"15383","XM_022454542.1",NA,NA,NA,"uncharacterized","LOC111115711","cvn:111115711"
"15384","XM_022454543.1",NA,NA,NA,"uncharacterized","LOC111115711","cvn:111115711"
"15385","XM_022454547.1",NA,NA,NA,"kunitz-type serine protease inhibitor BmKTT-2-like","LOC111115714","cvn:111115714"
"15386","XM_022454548.1",NA,NA,NA,"cilia- and flagella-associated protein 221-like","LOC111115715","cvn:111115715"
"15387","XM_022454549.1",NA,NA,NA,"cilia- and flagella-associated protein 221-like","LOC111115715","cvn:111115715"
"15388","XM_022454550.1",NA,NA,NA,"uncharacterized","LOC111115717","cvn:111115717"
"15389","XM_022454551.1",NA,NA,NA,"uncharacterized","LOC111115717","cvn:111115717"
"15390","XM_022454554.1",NA,NA,NA,"ligand-gated ion channel 4-like","LOC111115719","cvn:111115719"
"15391","XM_022454555.1",NA,NA,NA,"protein inscuteable homolog","LOC111115720","cvn:111115720"
"15392","XM_022454558.1",NA,NA,NA,"uncharacterized","LOC111115722","cvn:111115722"
"15393","XM_022454559.1",NA,NA,NA,"uncharacterized","LOC111115723","cvn:111115723"
"15394","XM_022454561.1",NA,NA,NA,"glycine--tRNA ligase-like","LOC111115725","cvn:111115725"
"15395","XM_022454562.1",NA,NA,NA,"calcitonin gene-related peptide type 1 receptor-like","LOC111115726","cvn:111115726"
"15396","XM_022454565.1",NA,NA,NA,"uncharacterized","LOC111115730","cvn:111115730"
"15397","XM_022454566.1",NA,NA,NA,"uncharacterized","LOC111115730","cvn:111115730"
"15398","XM_022454576.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115740","cvn:111115740"
"15399","XM_022454577.1",NA,NA,NA,"uncharacterized","LOC111115737","cvn:111115737"
"15400","XM_022454578.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115740","cvn:111115740"
"15401","XM_022454579.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115740","cvn:111115740"
"15402","XM_022454580.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115741","cvn:111115741"
"15403","XM_022454581.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115741","cvn:111115741"
"15404","XM_022454582.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115742","cvn:111115742"
"15405","XM_022454583.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115743","cvn:111115743"
"15406","XM_022454584.1",NA,NA,NA,"solute carrier family 28 member 3-like","LOC111115743","cvn:111115743"
"15407","XM_022454585.1",NA,NA,NA,"uncharacterized","LOC111115737","cvn:111115737"
"15408","XM_022454586.1",NA,NA,NA,"3-ketoacyl-CoA thiolase A, peroxisomal-like","LOC111115744","cvn:111115744"
"15409","XM_022454587.1",NA,NA,NA,"3-ketoacyl-CoA thiolase A, peroxisomal-like","LOC111115745","cvn:111115745"
"15410","XM_022454588.1",NA,NA,NA,"3-ketoacyl-CoA thiolase A, peroxisomal-like","LOC111115745","cvn:111115745"
"15411","XM_022454596.1",NA,NA,NA,"sodium/nucleoside cotransporter 1-like","LOC111115751","cvn:111115751"
"15412","XM_022454597.1",NA,NA,NA,"clathrin light chain B-like","LOC111115748","cvn:111115748"
"15413","XM_022454600.1",NA,NA,NA,"3-ketoacyl-CoA thiolase A, peroxisomal-like","LOC111115754","cvn:111115754"
"15414","XM_022454601.1",NA,NA,NA,"clathrin light chain B-like","LOC111115748","cvn:111115748"
"15415","XM_022454604.1",NA,NA,NA,"uncharacterized","LOC111115763","cvn:111115763"
"15416","XM_022454606.1",NA,NA,NA,"phytochrome-interacting ankyrin-repeat protein 1-like","LOC111115568","cvn:111115568"
"15417","XM_022454608.1",NA,NA,NA,"furin-like protease kpc-1","LOC111115769","cvn:111115769"
"15418","XM_022454609.1",NA,NA,NA,"furin-like protease kpc-1","LOC111115769","cvn:111115769"
"15419","XM_022454610.1",NA,NA,NA,"uncharacterized","LOC111115766","cvn:111115766"
"15420","XM_022454612.1",NA,NA,NA,"electron transfer flavoprotein subunit alpha, mitochondrial-like","LOC111115771","cvn:111115771"
"15421","XM_022454615.1",NA,NA,NA,"tankyrase-1-like","LOC111115775","cvn:111115775"
"15422","XM_022454616.1",NA,NA,NA,"uncharacterized","LOC111115766","cvn:111115766"
"15423","XM_022454617.1",NA,NA,NA,"tankyrase-1-like","LOC111115775","cvn:111115775"
"15424","XM_022454618.1",NA,NA,NA,"tankyrase-1-like","LOC111115775","cvn:111115775"
"15425","XM_022454619.1",NA,NA,NA,"calcitonin receptor-like","LOC111115776","cvn:111115776"
"15426","XM_022454621.1",NA,NA,NA,"calcium and integrin-binding protein 1-like","LOC111115778","cvn:111115778"
"15427","XM_022454622.1",NA,NA,NA,"uncharacterized","LOC111115779","cvn:111115779"
