"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"632","XM_022438497.1","grey60","rna-XM_069281052.1","uncharacterized","uncharacterized","LOC111104507","cvn:111104507"
"633","XM_022439210.1","grey60","rna-XM_069276605.1","uncharacterized","uncharacterized","LOC111105035","cvn:111105035"
"634","XM_022440519.1","grey60","rna-XM_069246263.1","WD40 repeat-containing protein SMU1","WD40 repeat-containing protein SMU1","LOC111106010","cvn:111106010"
"635","XM_022440563.1","grey60","rna-XM_069268025.1","conserved oligomeric Golgi complex subunit 6-like","conserved oligomeric Golgi complex subunit 6-like","LOC111106044","cvn:111106044"
"636","XM_022440920.1","grey60","rna-XM_069285138.1","phosphoserine phosphatase-like","phosphoserine phosphatase-like","LOC111106299","cvn:111106299"
"637","XM_022441407.1","grey60","rna-XM_069285921.1","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like","N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like","LOC111106654","cvn:111106654"
"638","XM_022441435.1","grey60","rna-XM_069273811.1","leukotriene A-4 hydrolase-like","leukotriene A-4 hydrolase-like","LOC111106667","cvn:111106667"
"639","XM_022442288.1","grey60","rna-XM_069285970.1","uncharacterized","uncharacterized","LOC111107204","cvn:111107204"
"640","XM_022444295.1","grey60","rna-XM_069285153.1","sentrin-specific protease 8-like","sentrin-specific protease 8-like","LOC111108424","cvn:111108424"
"641","XM_022447773.1","grey60","rna-XM_069245678.1","interleukin enhancer-binding factor 2-like","interleukin enhancer-binding factor 2-like","LOC111111034","cvn:111111034"
"642","XM_022448112.1","grey60","rna-XM_069245949.1","uncharacterized","uncharacterized","LOC111111251","cvn:111111251"
"643","XM_022449533.1","grey60","rna-XM_069255295.1","tripartite motif-containing protein 45-like","tripartite motif-containing protein 45-like","LOC111112161","cvn:111112161"
"644","XM_022449759.1","grey60","rna-XM_069254398.1","ADP-ribosylation factor 2","ADP-ribosylation factor 2","LOC111112319","cvn:111112319"
"645","XM_022449927.1","grey60","rna-XM_069255470.1","kinesin heavy chain-like","kinesin heavy chain-like","LOC111112439","cvn:111112439"
"646","XM_022450801.1","grey60","rna-XM_069255102.1","4-trimethylaminobutyraldehyde dehydrogenase-like","4-trimethylaminobutyraldehyde dehydrogenase-like","LOC111112920","cvn:111112920"
"647","XM_022450824.1","grey60","rna-XM_069255155.1","wolframin-like","wolframin-like","LOC111112938","cvn:111112938"
"648","XM_022450824.1","grey60","rna-XM_069255437.1","wolframin-like","wolframin-like","LOC111112938","cvn:111112938"
"649","XM_022450957.1","grey60","rna-XM_069286044.1","cathepsin L1-like","cathepsin L1-like","LOC111113026","cvn:111113026"
"650","XM_022451102.1","grey60","rna-XM_069255512.1","hydroxyacylglutathione hydrolase, mitochondrial-like","hydroxyacylglutathione hydrolase, mitochondrial-like","LOC111113116","cvn:111113116"
"651","XM_022452239.1","grey60","rna-XM_069276271.1","probable inactive poly [ADP-ribose] polymerase SRO5","probable inactive poly [ADP-ribose] polymerase SRO5","LOC111113945","cvn:111113945"
"652","XM_022452759.1","grey60","rna-XM_069270901.1","receptor-type tyrosine-protein phosphatase T-like","receptor-type tyrosine-protein phosphatase T-like","LOC111114457","cvn:111114457"
"653","XM_022452971.1","grey60","rna-XM_069255480.1","pyridoxine-5'-phosphate oxidase-like","pyridoxine-5'-phosphate oxidase-like","LOC111114596","cvn:111114596"
"654","XM_022453481.1","grey60","rna-XM_069255815.1","ceramide synthase 2-like","ceramide synthase 2-like","LOC111114931","cvn:111114931"
"655","XM_022453791.1","grey60","rna-XM_069254351.1","pre-mRNA-processing factor 40 homolog A-like","pre-mRNA-processing factor 40 homolog A-like","LOC111115153","cvn:111115153"
"656","XM_022453995.1","grey60","rna-XM_069276354.1","zinc finger protein 76-like","zinc finger protein 76-like","LOC111115300","cvn:111115300"
"657","XM_022456548.1","grey60","rna-XM_069263461.1","transient receptor potential cation channel subfamily M member 2-like","transient receptor potential cation channel subfamily M member 2-like","LOC111117422","cvn:111117422"
"658","XM_022457188.1","grey60","rna-XM_069268008.1","erlin-2-B-like","erlin-2-B-like","LOC111117947","cvn:111117947"
"659","XM_022457266.1","grey60","rna-XM_069271542.1","transcription elongation factor A protein 1-like","transcription elongation factor A protein 1-like","LOC111118002","cvn:111118002"
"660","XM_022457634.1","grey60","rna-XM_069271424.1","UMP-CMP kinase-like","UMP-CMP kinase-like","LOC111118263","cvn:111118263"
"661","XM_022458208.1","grey60","rna-XM_069269454.1","TD and POZ domain-containing protein 1-like","TD and POZ domain-containing protein 1-like","LOC111118651","cvn:111118651"
"662","XM_022459626.1","grey60","rna-XM_069271712.1","PDZ domain-containing protein GIPC1-like","PDZ domain-containing protein GIPC1-like","LOC111119439","cvn:111119439"
"663","XM_022460010.1","grey60","rna-XM_069267443.1","sodium-coupled monocarboxylate transporter 1-like","sodium-coupled monocarboxylate transporter 1-like","LOC111119634","cvn:111119634"
"664","XM_022460349.1","grey60","rna-XM_069271155.1","amyloid protein-binding protein 2-like","amyloid protein-binding protein 2-like","LOC111119832","cvn:111119832"
"665","XM_022461079.1","grey60","rna-XM_069271880.1","prolactin regulatory element-binding protein-like","prolactin regulatory element-binding protein-like","LOC111120358","cvn:111120358"
"666","XM_022461395.1","grey60","rna-XM_069272160.1","serine/arginine repetitive matrix protein 2-like","serine/arginine repetitive matrix protein 2-like","LOC111120584","cvn:111120584"
"667","XM_022461755.1","grey60","rna-XM_069248621.1","calcyphosin-like protein","calcyphosin-like protein","LOC111120787","cvn:111120787"
"668","XM_022461761.1","grey60","rna-XM_069270316.1","hippocalcin-like protein 4","hippocalcin-like protein 4","LOC111120791","cvn:111120791"
"669","XM_022461819.1","grey60","rna-XM_069272498.1","ATPase ASNA1 homolog","ATPase ASNA1 homolog","LOC111120831","cvn:111120831"
"670","XM_022462455.1","grey60","rna-XM_069269209.1","ethanolamine-phosphate cytidylyltransferase-like","ethanolamine-phosphate cytidylyltransferase-like","LOC111121266","cvn:111121266"
"671","XM_022462822.1","grey60","rna-XM_069267129.1","intraflagellar transport protein 27 homolog","intraflagellar transport protein 27 homolog","LOC111121517","cvn:111121517"
"672","XM_022463275.1","grey60","rna-XM_069272222.1","ATP-binding cassette sub-family D member 3-like","ATP-binding cassette sub-family D member 3-like","LOC111121838","cvn:111121838"
"673","XM_022463663.1","grey60","rna-XM_069266797.1","serine/arginine-rich splicing factor 2-like","serine/arginine-rich splicing factor 2-like","LOC111122102","cvn:111122102"
"674","XM_022464160.1","grey60","rna-XM_069270937.1","E3 ubiquitin-protein ligase rnf146-like","E3 ubiquitin-protein ligase rnf146-like","LOC111122390","cvn:111122390"
"675","XM_022464416.1","grey60","rna-XM_069251433.1","uncharacterized","uncharacterized","LOC111122604","cvn:111122604"
"676","XM_022464867.1","grey60","rna-XM_069259416.1","uncharacterized","uncharacterized","LOC111122859","cvn:111122859"
"677","XM_022464867.1","grey60","rna-XM_069259420.1","uncharacterized","uncharacterized","LOC111122859","cvn:111122859"
"678","XM_022464867.1","grey60","rna-XM_069259417.1","uncharacterized","uncharacterized","LOC111122859","cvn:111122859"
"679","XM_022465118.1","grey60","rna-XM_069274248.1","translation factor Guf1, mitochondrial-like","translation factor Guf1, mitochondrial-like","LOC111123035","cvn:111123035"
"680","XM_022465389.1","grey60","rna-XM_069274596.1","arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like","arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1-like","LOC111123210","cvn:111123210"
"681","XM_022465795.1","grey60","rna-XM_069275001.1","tripartite motif-containing protein 45-like","tripartite motif-containing protein 45-like","LOC111123470","cvn:111123470"
"682","XM_022466466.1","grey60","rna-XM_069265280.1","AP-3 complex subunit mu-1-like","AP-3 complex subunit mu-1-like","LOC111123840","cvn:111123840"
"683","XM_022467147.1","grey60","rna-XM_069259657.1","ATP-dependent DNA helicase Q5-like","ATP-dependent DNA helicase Q5-like","LOC111124294","cvn:111124294"
"684","XM_022467223.1","grey60","rna-XM_069251348.1","putative ankyrin repeat protein RF_0381","putative ankyrin repeat protein RF_0381","LOC111124373","cvn:111124373"
"685","XM_022468653.1","grey60","rna-XM_069260448.1","multidrug resistance-associated protein 7-like","multidrug resistance-associated protein 7-like","LOC111125149","cvn:111125149"
"686","XM_022469227.1","grey60","rna-XM_069274410.1","uncharacterized","uncharacterized","LOC111125432","cvn:111125432"
"687","XM_022469530.1","grey60","rna-XM_069258797.1","V-type proton ATPase catalytic subunit A-like","V-type proton ATPase catalytic subunit A-like","LOC111125575","cvn:111125575"
"688","XM_022469601.1","grey60","rna-XM_069274038.1","hsc70-interacting protein-like","hsc70-interacting protein-like","LOC111125622","cvn:111125622"
"689","XM_022469676.1","grey60","rna-XM_069266372.1","serine/threonine-protein phosphatase 2A activator-like","serine/threonine-protein phosphatase 2A activator-like","LOC111125657","cvn:111125657"
"690","XM_022470122.1","grey60","rna-XM_069276757.1","ATP-binding cassette sub-family B member 8, mitochondrial-like","ATP-binding cassette sub-family B member 8, mitochondrial-like","LOC111125896","cvn:111125896"
"691","XM_022470227.1","grey60","rna-XM_069253772.1","centriolin-like","centriolin-like","LOC111125942","cvn:111125942"
"692","XM_022470227.1","grey60","rna-XM_069253772.1","centriolin-like","centriolin-like","LOC111125942","cvn:111125942"
"693","XM_022470485.1","grey60","rna-XM_069259050.1","GA-binding protein alpha chain-like","GA-binding protein alpha chain-like","LOC111126083","cvn:111126083"
"694","XM_022470925.1","grey60","rna-XM_069259687.1","probable pterin-4-alpha-carbinolamine dehydratase","probable pterin-4-alpha-carbinolamine dehydratase","LOC111126361","cvn:111126361"
"695","XM_022471989.1","grey60","rna-XM_069265076.1","vesicle-trafficking protein SEC22b-like","vesicle-trafficking protein SEC22b-like","LOC111127011","cvn:111127011"
"696","XM_022473369.1","grey60","rna-XM_069260669.1","thioredoxin-related transmembrane protein 1-like","thioredoxin-related transmembrane protein 1-like","LOC111128004","cvn:111128004"
"697","XM_022473532.1","grey60","rna-XM_069260652.1","protein cornichon homolog 4-like","protein cornichon homolog 4-like","LOC111128090","cvn:111128090"
"698","XM_022473625.1","grey60","rna-XM_069281754.1","U3 small nucleolar RNA-associated protein 15 homolog","U3 small nucleolar RNA-associated protein 15 homolog","LOC111128153","cvn:111128153"
"699","XM_022473910.1","grey60","rna-XM_069258852.1","C-1-tetrahydrofolate synthase, cytoplasmic-like","C-1-tetrahydrofolate synthase, cytoplasmic-like","LOC111128337","cvn:111128337"
"700","XM_022475826.1","grey60","rna-XM_069258818.1","neo-calmodulin-like","neo-calmodulin-like","LOC111129441","cvn:111129441"
"701","XM_022476128.1","grey60","rna-XM_069261293.1","inversin-B-like","inversin-B-like","LOC111129666","cvn:111129666"
"702","XM_022476309.1","grey60","rna-XM_069262208.1","serine/threonine-protein phosphatase 5-like","serine/threonine-protein phosphatase 5-like","LOC111129833","cvn:111129833"
"703","XM_022476769.1","grey60","rna-XM_069260290.1","protein phosphatase 1 regulatory subunit 14C-like","protein phosphatase 1 regulatory subunit 14C-like","LOC111130079","cvn:111130079"
"704","XM_022476914.1","grey60","rna-XM_069277784.1","NADH-cytochrome b5 reductase 3-like","NADH-cytochrome b5 reductase 3-like","LOC111130095","cvn:111130095"
"705","XM_022476918.1","grey60","rna-XM_069260478.1","adenylosuccinate synthetase-like","adenylosuccinate synthetase-like","LOC111130166","cvn:111130166"
"706","XM_022476947.1","grey60","rna-XM_069281630.1","Golgi phosphoprotein 3 homolog sauron-like","Golgi phosphoprotein 3 homolog sauron-like","LOC111130183","cvn:111130183"
"707","XM_022477362.1","grey60","rna-XM_069281837.1","E3 ubiquitin-protein ligase arih1-like","E3 ubiquitin-protein ligase arih1-like","LOC111130358","cvn:111130358"
"708","XM_022477435.1","grey60","rna-XM_069262531.1","actin-related protein 2-A","actin-related protein 2-A","LOC111130397","cvn:111130397"
"709","XM_022477685.1","grey60","rna-XM_069280934.1","N-acetylgalactosamine kinase-like","N-acetylgalactosamine kinase-like","LOC111130537","cvn:111130537"
"710","XM_022478081.1","grey60","rna-XM_069261071.1","equilibrative nucleoside transporter 1-like","equilibrative nucleoside transporter 1-like","LOC111130838","cvn:111130838"
"711","XM_022478247.1","grey60","rna-XM_069280012.1","structure-specific endonuclease subunit slx1-like","structure-specific endonuclease subunit slx1-like","LOC111130950","cvn:111130950"
"712","XM_022478355.1","grey60","rna-XM_069260007.1","regulator of microtubule dynamics protein 2-like","regulator of microtubule dynamics protein 2-like","LOC111131030","cvn:111131030"
"713","XM_022478635.1","grey60","rna-XM_069281573.1","sorting nexin-2-like","sorting nexin-2-like","LOC111131214","cvn:111131214"
"714","XM_022478801.1","grey60","rna-XM_069260194.1","mitochondrial genome maintenance exonuclease 1-like","mitochondrial genome maintenance exonuclease 1-like","LOC111131327","cvn:111131327"
"715","XM_022479336.1","grey60","rna-XM_069262086.1","DNA replication licensing factor mcm5-like","DNA replication licensing factor mcm5-like","LOC111131693","cvn:111131693"
"716","XM_022479446.1","grey60","rna-XM_069281974.1","ubiquitin-associated protein 2-like","ubiquitin-associated protein 2-like","LOC111131763","cvn:111131763"
"717","XM_022479751.1","grey60","rna-XM_069248120.1","glutathione reductase, mitochondrial-like","glutathione reductase, mitochondrial-like","LOC111132090","cvn:111132090"
"718","XM_022480208.1","grey60","rna-XM_069279910.1","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase-like","N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase-like","LOC111132406","cvn:111132406"
"719","XM_022480397.1","grey60","rna-XM_069284392.1","melanotransferrin-like","melanotransferrin-like","LOC111132573","cvn:111132573"
"720","XM_022480683.1","grey60","rna-XM_069257871.1","ankyrin repeat and SAM domain-containing protein 6-like","ankyrin repeat and SAM domain-containing protein 6-like","LOC111132827","cvn:111132827"
"721","XM_022480783.1","grey60","rna-XM_069279202.1","pre-mRNA-processing factor 19-like","pre-mRNA-processing factor 19-like","LOC111132870","cvn:111132870"
"722","XM_022480788.1","grey60","rna-XM_069257010.1","DNA ligase-like","DNA ligase-like","LOC111132874","cvn:111132874"
"723","XM_022482541.1","grey60","rna-XM_069248342.1","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase-like","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase-like","LOC111133847","cvn:111133847"
"724","XM_022483285.1","grey60","rna-XM_069250972.1","V-type proton ATPase subunit H-like","V-type proton ATPase subunit H-like","LOC111134337","cvn:111134337"
"725","XM_022483590.1","grey60","rna-XM_069280445.1","short-chain specific acyl-CoA dehydrogenase, mitochondrial-like","short-chain specific acyl-CoA dehydrogenase, mitochondrial-like","LOC111134506","cvn:111134506"
"726","XM_022484395.1","grey60","rna-XM_069255879.1","nucleoporin SEH1-like","nucleoporin SEH1-like","LOC111134885","cvn:111134885"
"727","XM_022484543.1","grey60","rna-XM_069256895.1","NEDD8-activating enzyme E1 regulatory subunit-like","NEDD8-activating enzyme E1 regulatory subunit-like","LOC111134945","cvn:111134945"
"728","XM_022485531.1","grey60","rna-XM_069261446.1","polyhomeotic-like protein 1","polyhomeotic-like protein 1","LOC111135445","cvn:111135445"
"729","XM_022485669.1","grey60","rna-XM_069249209.1","renin receptor-like","renin receptor-like","LOC111135522","cvn:111135522"
"730","XM_022485683.1","grey60","rna-XM_069279028.1","notchless protein homolog 1-like","notchless protein homolog 1-like","LOC111135538","cvn:111135538"
"731","XM_022485698.1","grey60","rna-XM_069257281.1","DNA replication licensing factor mcm4-A-like","DNA replication licensing factor mcm4-A-like","LOC111135545","cvn:111135545"
"732","XM_022486044.1","grey60","rna-XM_069257671.1","alanine--tRNA ligase, cytoplasmic-like","alanine--tRNA ligase, cytoplasmic-like","LOC111135733","cvn:111135733"
"733","XM_022486178.1","grey60","rna-XM_069264609.1","fas apoptotic inhibitory molecule 1-like","fas apoptotic inhibitory molecule 1-like","LOC111135797","cvn:111135797"
"734","XM_022486265.1","grey60","rna-XM_069249116.1","cullin-3-B-like","cullin-3-B-like","LOC111135851","cvn:111135851"
"735","XM_022486390.1","grey60","rna-XM_069258418.1","ribosome biogenesis protein bop1-A-like","ribosome biogenesis protein bop1-A-like","LOC111135912","cvn:111135912"
"736","XM_022486857.1","grey60","rna-XM_069280063.1","organic cation transporter protein-like","organic cation transporter protein-like","LOC111136196","cvn:111136196"
"737","XM_022487290.1","grey60","rna-XM_069279891.1","serine/arginine-rich splicing factor 1A-like","serine/arginine-rich splicing factor 1A-like","LOC111136440","cvn:111136440"
"738","XM_022487364.1","grey60","rna-XM_069265169.1","ER membrane protein complex subunit 1-like","ER membrane protein complex subunit 1-like","LOC111136484","cvn:111136484"
"739","XM_022487719.1","grey60","rna-XM_069249191.1","S-formylglutathione hydrolase-like","S-formylglutathione hydrolase-like","LOC111136681","cvn:111136681"
"740","XM_022488581.1","grey60","rna-XM_069249061.1","ankyrin repeat domain-containing protein 42-like","ankyrin repeat domain-containing protein 42-like","LOC111137216","cvn:111137216"
"741","XM_022488763.1","grey60","rna-XM_069257446.1","aurora kinase A-like","aurora kinase A-like","LOC111137330","cvn:111137330"
"742","XM_022489170.1","grey60","rna-XM_069279195.1","probable RNA-binding protein 19","probable RNA-binding protein 19","LOC111137630","cvn:111137630"
"743","XM_022489687.1","grey60","rna-XM_069279020.1","WD repeat-containing protein 5-like","WD repeat-containing protein 5-like","LOC111137958","cvn:111137958"
"744","XM_022490112.1","grey60","rna-XM_069263418.1","ubiquitin carboxyl-terminal hydrolase 5-like","ubiquitin carboxyl-terminal hydrolase 5-like","LOC111138241","cvn:111138241"
"745","XM_022490528.1","grey60","rna-XM_069257172.1","probable aminopeptidase NPEPL1","probable aminopeptidase NPEPL1","LOC111138513","cvn:111138513"
"746","XM_022432451.1","midnightblue","rna-XM_069247936.1","myosin-VIIa-like","myosin-VIIa-like","LOC111100502","cvn:111100502"
"747","XM_022432652.1","midnightblue","rna-XM_069283683.1","T-complex protein 1 subunit eta-like","T-complex protein 1 subunit eta-like","LOC111100598","cvn:111100598"
"748","XM_022432858.1","midnightblue","rna-XM_069248567.1","plectin-like","plectin-like","LOC111100765","cvn:111100765"
"749","XM_022433116.1","midnightblue","rna-XM_069254128.1","general transcription factor IIE subunit 1-like","general transcription factor IIE subunit 1-like","LOC111100932","cvn:111100932"
"750","XM_022433531.1","midnightblue","rna-XM_069247317.1","E3 ubiquitin-protein ligase TRIM33-like","E3 ubiquitin-protein ligase TRIM33-like","LOC111101170","cvn:111101170"
"751","XM_022434689.1","midnightblue","rna-XM_069257700.1","uncharacterized","uncharacterized","LOC111102033","cvn:111102033"
"752","XM_022435230.1","midnightblue","rna-XM_069256910.1","negative elongation factor D-like","negative elongation factor D-like","LOC111102475","cvn:111102475"
"753","XM_022435684.1","midnightblue","rna-XM_069281249.1","uncharacterized","uncharacterized","LOC111102810","cvn:111102810"
"754","XM_022437244.1","midnightblue","rna-XM_069268973.1","ubiquitin carboxyl-terminal hydrolase 47-like","ubiquitin carboxyl-terminal hydrolase 47-like","LOC111103780","cvn:111103780"
"755","XM_022437805.1","midnightblue","rna-XM_069281787.1","interleukin-1 receptor-associated kinase 1-binding protein 1-like","interleukin-1 receptor-associated kinase 1-binding protein 1-like","LOC111104074","cvn:111104074"
"756","XM_022437927.1","midnightblue","rna-XM_069271528.1","malonyl-CoA decarboxylase, mitochondrial-like","malonyl-CoA decarboxylase, mitochondrial-like","LOC111104136","cvn:111104136"
"757","XM_022438192.1","midnightblue","rna-XM_069253003.1","tyrosine-protein kinase JAK2-like","tyrosine-protein kinase JAK2-like","LOC111104302","cvn:111104302"
"758","XM_022438457.1","midnightblue","rna-XM_069274663.1","low density lipoprotein receptor adapter protein 1-B-like","low density lipoprotein receptor adapter protein 1-B-like","LOC111104479","cvn:111104479"
"759","XM_022439398.1","midnightblue","rna-XM_069271223.1","cytochrome P450 10-like","cytochrome P450 10-like","LOC111105233","cvn:111105233"
"760","XM_022439442.1","midnightblue","rna-XM_069278745.1","transaldolase-like","transaldolase-like","LOC111105262","cvn:111105262"
"761","XM_022439564.1","midnightblue","rna-XM_069276694.1","transcription initiation protein SPT3 homolog","transcription initiation protein SPT3 homolog","LOC111105332","cvn:111105332"
"762","XM_022440477.1","midnightblue","rna-XM_069286241.1","ras-related protein Rab-43-like","ras-related protein Rab-43-like","LOC111105967","cvn:111105967"
"763","XM_022440515.1","midnightblue","rna-XM_069286534.1","thioredoxin-like protein 4B","thioredoxin-like protein 4B","LOC111106006","cvn:111106006"
"764","XM_022440778.1","midnightblue","rna-XM_069278850.1","acetoacetyl-CoA synthetase-like","acetoacetyl-CoA synthetase-like","LOC111106209","cvn:111106209"
"765","XM_022442302.1","midnightblue","rna-XM_069284720.1","uncharacterized","uncharacterized","LOC111107219","cvn:111107219"
"766","XM_022442511.1","midnightblue","rna-XM_069276328.1","ectoderm-neural cortex protein 1-like","ectoderm-neural cortex protein 1-like","LOC111107346","cvn:111107346"
"767","XM_022443274.1","midnightblue","rna-XM_069245027.1","metalloproteinase inhibitor 4-like","metalloproteinase inhibitor 4-like","LOC111107873","cvn:111107873"
"768","XM_022443787.1","midnightblue","rna-XM_069285751.1","sodium-dependent proline transporter-like","sodium-dependent proline transporter-like","LOC111108163","cvn:111108163"
"769","XM_022443830.1","midnightblue","rna-XM_069271849.1","ubiquitin carboxyl-terminal hydrolase 15-like","ubiquitin carboxyl-terminal hydrolase 15-like","LOC111108183","cvn:111108183"
"770","XM_022444396.1","midnightblue","rna-XM_069245552.1","uncharacterized","uncharacterized","LOC111108478","cvn:111108478"
"771","XM_022446838.1","midnightblue","rna-XM_069249831.1","smoothened homolog","smoothened homolog","LOC111110360","cvn:111110360"
"772","XM_022448779.1","midnightblue","rna-XM_069274626.1","uncharacterized","uncharacterized","LOC111111672","cvn:111111672"
"773","XM_022450828.1","midnightblue","rna-XM_069246492.1","mothers against decapentaplegic homolog 3-like","mothers against decapentaplegic homolog 3-like","LOC111112940","cvn:111112940"
"774","XM_022451143.1","midnightblue","rna-XM_069281722.1","DNA repair protein complementing XP-A cells homolog","DNA repair protein complementing XP-A cells homolog","LOC111113135","cvn:111113135"
"775","XM_022451634.1","midnightblue","rna-XM_069255463.1","beta-galactosidase-like","beta-galactosidase-like","LOC111113388","cvn:111113388"
"776","XM_022452884.1","midnightblue","rna-XM_069254497.1","cullin-2-like","cullin-2-like","LOC111114538","cvn:111114538"
"777","XM_022452892.1","midnightblue","rna-XM_069248943.1","tripartite motif-containing protein 59-like","tripartite motif-containing protein 59-like","LOC111114545","cvn:111114545"
"778","XM_022453653.1","midnightblue","rna-XM_069254536.1","insulin-induced gene 2 protein-like","insulin-induced gene 2 protein-like","LOC111115072","cvn:111115072"
"779","XM_022454041.1","midnightblue","rna-XM_069283357.1","uncharacterized","uncharacterized","LOC111115344","cvn:111115344"
"780","XM_022457748.1","midnightblue","rna-XM_069271552.1","eukaryotic translation initiation factor 2D-like","eukaryotic translation initiation factor 2D-like","LOC111118340","cvn:111118340"
"781","XM_022457945.1","midnightblue","rna-XM_069267367.1","WD repeat-containing protein 13-like","WD repeat-containing protein 13-like","LOC111118452","cvn:111118452"
"782","XM_022458019.1","midnightblue","rna-XM_069271661.1","E3 ubiquitin-protein ligase RNF170-like","E3 ubiquitin-protein ligase RNF170-like","LOC111118504","cvn:111118504"
"783","XM_022458364.1","midnightblue","rna-XM_069267894.1","netrin receptor UNC5C-like","netrin receptor UNC5C-like","LOC111118753","cvn:111118753"
"784","XM_022458576.1","midnightblue","rna-XM_069276776.1","myoneurin-like","myoneurin-like","LOC111118864","cvn:111118864"
"785","XM_022458576.1","midnightblue","rna-XM_069276776.1","myoneurin-like","myoneurin-like","LOC111118864","cvn:111118864"
"786","XM_022458910.1","midnightblue","rna-XM_069246746.1","probable flavin-containing monoamine oxidase A","probable flavin-containing monoamine oxidase A","LOC111119088","cvn:111119088"
"787","XM_022458973.1","midnightblue","rna-XM_069268596.1","ubiquitin domain-containing protein UBFD1-like","ubiquitin domain-containing protein UBFD1-like","LOC111119116","cvn:111119116"
"788","XM_022459133.1","midnightblue","rna-XM_069268433.1","axin-1-like","axin-1-like","LOC111119203","cvn:111119203"
"789","XM_022460480.1","midnightblue","rna-XM_069267382.1","protein enhancer of sevenless 2B-like","protein enhancer of sevenless 2B-like","LOC111119905","cvn:111119905"
"790","XM_022460644.1","midnightblue","rna-XM_069271477.1","neuronal calcium sensor 2-like","neuronal calcium sensor 2-like","LOC111120018","cvn:111120018"
"791","XM_022460785.1","midnightblue","rna-XM_069271173.1","PR domain zinc finger protein 10-like","PR domain zinc finger protein 10-like","LOC111120106","cvn:111120106"
"792","XM_022462200.1","midnightblue","rna-XM_069245343.1","glycoprotein 3-alpha-L-fucosyltransferase A-like","glycoprotein 3-alpha-L-fucosyltransferase A-like","LOC111121072","cvn:111121072"
"793","XM_022462439.1","midnightblue","rna-XM_069272501.1","sialin-like","sialin-like","LOC111121259","cvn:111121259"
"794","XM_022462936.1","midnightblue","rna-XM_069268805.1","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","chondroitin sulfate N-acetylgalactosaminyltransferase 1-like","LOC111121591","cvn:111121591"
"795","XM_022462970.1","midnightblue","rna-XM_069269981.1","probable protein phosphatase CG10417","probable protein phosphatase CG10417","LOC111121616","cvn:111121616"
"796","XM_022463473.1","midnightblue","rna-XM_069267584.1","forkhead box protein J1-B-like","forkhead box protein J1-B-like","LOC111121973","cvn:111121973"
"797","XM_022464352.1","midnightblue","rna-XM_069275370.1","delta-like protein 1","delta-like protein 1","LOC111122561","cvn:111122561"
"798","XM_022464363.1","midnightblue","rna-XM_069263656.1","nose resistant to fluoxetine protein 6-like","nose resistant to fluoxetine protein 6-like","LOC111122574","cvn:111122574"
"799","XM_022465113.1","midnightblue","rna-XM_069275225.1","alkylated DNA repair protein alkB homolog 8-like","alkylated DNA repair protein alkB homolog 8-like","LOC111123031","cvn:111123031"
"800","XM_022465436.1","midnightblue","rna-XM_069264088.1","E3 ubiquitin-protein ligase LRSAM1-like","E3 ubiquitin-protein ligase LRSAM1-like","LOC111123240","cvn:111123240"
"801","XM_022465665.1","midnightblue","rna-XM_069282608.1","caspase-8-like","caspase-8-like","LOC111123372","cvn:111123372"
"802","XM_022466016.1","midnightblue","rna-XM_069264910.1","monocarboxylate transporter 14-like","monocarboxylate transporter 14-like","LOC111123586","cvn:111123586"
"803","XM_022466469.1","midnightblue","rna-XM_069263882.1","U3 small nucleolar ribonucleoprotein protein IMP3-like","U3 small nucleolar ribonucleoprotein protein IMP3-like","LOC111123842","cvn:111123842"
"804","XM_022466608.1","midnightblue","rna-XM_069264550.1","retinoic acid receptor RXR-like","retinoic acid receptor RXR-like","LOC111123907","cvn:111123907"
"805","XM_022466986.1","midnightblue","rna-XM_069265609.1","protein pygopus-like","protein pygopus-like","LOC111124119","cvn:111124119"
"806","XM_022467230.1","midnightblue","rna-XM_069274170.1","probable asparagine--tRNA ligase, mitochondrial","probable asparagine--tRNA ligase, mitochondrial","LOC111124379","cvn:111124379"
"807","XM_022467873.1","midnightblue","rna-XM_069265688.1","signal transducer and activator of transcription 5A-like","signal transducer and activator of transcription 5A-like","LOC111124726","cvn:111124726"
"808","XM_022468526.1","midnightblue","rna-XM_069249819.1","calpain-15-like","calpain-15-like","LOC111125070","cvn:111125070"
"809","XM_022468702.1","midnightblue","rna-XM_069262931.1","DDB1- and CUL4-associated factor 4-like","DDB1- and CUL4-associated factor 4-like","LOC111125168","cvn:111125168"
"810","XM_022468744.1","midnightblue","rna-XM_069278219.1","lipoyl synthase, mitochondrial-like","lipoyl synthase, mitochondrial-like","LOC111125202","cvn:111125202"
